,caseid_new,w4_xqualified,w4_status,w4_complete,w4_source,w4_duration,w4_HCMST_interview_fin_yrmo,w4_xtype,w4_xyear,w4_xmonth,w4_xmarry,w4_xlast,w4_xwave1_month,w4_xcivil,w4_xss,w4_q1,w4_q2,w4_quality,w4_attractive,w4_attractive_partner,w4_q3,w4_q4,w4_mbtiming_year,w4_mbtiming_month,w4_q5,w4_q6,w4_q7,w4_mar_year,w4_mar_month,w4_civ_year,w4_q8_a,w4_q8_b,w4_q9,w4_q10,w4_nonmbtiming_year,w4_nonmbtiming_month,relationship_quality_w4,w4_broke_up,w234_combo_breakup,pp4_ppeduc,pp4_ppeducat,pp4_ppethm,pp4_pphhhead,pp4_pphhsize,pp4_pphouse,pp4_ppincimp,pp4_ppmarit,pp4_ppmsacat,pp4_ppreg4,pp4_ppreg9,pp4_pprent,pp4_ppt01,pp4_ppt25,pp4_ppt612,pp4_ppt1317,pp4_ppt18ov,pp4_ppwork,pp4_ppnet,pp4_ppcmdate_yrmo,pp4_newer,ppa2009_services_yrmo,ppa2009_how_often_services
2166,2469285,unqualified for wave 4,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",No,2,A building with 2 or more apartments,"$100,000 to $124,999",Never married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201307.0,Yes,200903.0,A few times a year
2167,2470335,qualified for wave 4,Active,Yes,On-line,0.0,201303.0,different sex couple,2011.0,April,Married,2.0,2.0,No,No,yes,yes,Excellent,moderately attractive,very attractive,,,,,,,,,,,,,,,,,5.0,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201305.0,Yes,200903.0,More than once a week
2168,2471586,qualified for wave 4,Withdrawn,No,,,,different sex couple,2011.0,March,Unmarried partners,2.0,2.0,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$40,000 to $49,999",Living with partner,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,201106.0,No,200903.0,Once or twice a month
2169,2472495,qualified for wave 4,Active,Yes,On-line,1.0,201303.0,different sex couple,2011.0,April,Unmarried partners,2.0,2.0,No,No,,,Good,moderately attractive,moderately attractive,,,,,Yes,No,"No, did not marry [xnamep]",,,,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,4.0,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",No,3,A building with 2 or more apartments,"$85,000 to $99,999",Never married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,No,201305.0,Yes,200903.0,
2170,2473591,qualified for wave 4,Withdrawn,No,,,,different sex couple,2011.0,April,Married,2.0,2.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",Associate degree,Some college,"Black, Non-Hispanic",Yes,2,A one-family house attached to one or more houses,"$40,000 to $49,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,No,201107.0,No,200903.0,Once a week
2171,2475455,unqualified for wave 4,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some college, no degree",Some college,"White, Non-Hispanic",No,2,A one-family house detached from any other house,"$50,000 to $59,999",Never married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,No,200904.0,No,200903.0,Once a year or less
2172,2476633,unqualified for wave 4,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$35,000 to $39,999",Divorced,Non-Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,No,201305.0,Yes,200903.0,More than once a week
2173,2477722,unqualified for wave 4,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7th or 8th grade,Less than high school,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$15,000 to $19,999",Widowed,Non-Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - other,No,201008.0,No,200904.0,A few times a year
2174,2478401,qualified for wave 4,Withdrawn,Yes,On-line,3.0,201303.0,different sex couple,2011.0,May,Married,2.0,2.0,No,No,yes,yes,Excellent,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,5.0,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,5,A one-family house detached from any other house,"$75,000 to $84,999",Married,Non-Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,2,1,2,Working - as a paid employee,Yes,201007.0,No,200903.0,Once a week
2175,2479313,qualified for wave 4,Withdrawn,No,,,,different sex couple,2011.0,April,Married,2.0,2.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,"White, Non-Hispanic",Yes,3,A building with 2 or more apartments,"$85,000 to $99,999",Married,Metro,South,West-South Central,Rented for cash,0,0,0,1,2,Working - as a paid employee,Yes,201107.0,No,200902.0,Once or twice a month
2176,2480586,qualified for wave 4,Withdrawn,No,,,,same-sex couple,2011.0,April,Unmarried partners,2.0,2.0,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",Associate degree,Some college,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$175,000 or more",Living with partner,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,201107.0,No,200903.0,Once or twice a month
2177,2482586,qualified for wave 4,Withdrawn,No,,,,same-sex couple,2010.0,March,Unmarried partners,3.0,2.0,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$50,000 to $59,999",Never married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201007.0,No,200903.0,A few times a year
2178,2483563,qualified for wave 4,Do not call,No,,,,same-sex couple,2010.0,June,Unmarried partners,3.0,2.0,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Living with partner,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,200905.0,No,,
2179,2484525,unqualified for wave 4,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$125,000 to $149,999",Never married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,201305.0,Yes,200903.0,
2180,2485465,qualified for wave 4,Active,Yes,On-line,5.0,201304.0,different sex couple,2011.0,May,Unmarried partners,2.0,2.0,No,No,,,Good,moderately attractive,slightly attractive,,,,,Yes,No,"No, did not marry [xnamep]",,,,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,4.0,still together,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,"White, Non-Hispanic",No,1,A one-family house detached from any other house,"$35,000 to $39,999",Never married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - looking for work,No,201206.0,Yes,200903.0,
2181,2486245,qualified for wave 4,Active,Yes,On-line,1.0,201303.0,different sex couple,2011.0,April,Married,2.0,2.0,No,No,yes,yes,Good,slightly attractive,very attractive,,,,,,,,,,,,,,,,,4.0,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A building with 2 or more apartments,"$125,000 to $149,999",Married,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,0,2,Working - as a paid employee,Yes,201207.0,Yes,200902.0,Once a year or less
2182,2487583,qualified for wave 4,Active,Yes,On-line,1.0,201303.0,different sex couple,2011.0,April,Unmarried partners,2.0,2.0,No,No,,,Fair,moderately attractive,moderately attractive,,,,,Yes,Yes,"No, did not marry [xnamep]",,,,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,3.0,still together,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Divorced,Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,201307.0,Yes,200903.0,Once a week
2183,2488453,qualified for wave 4,Active,Yes,On-line,6.0,201305.0,different sex couple,2011.0,July,Unmarried partners,2.0,2.0,No,No,,,Good,moderately attractive,moderately attractive,,,,,Yes,No,"No, did not marry [xnamep]",,,,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,4.0,still together,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,"2+ Races, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$12,500 to $14,999",Divorced,Non-Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,No,201303.0,Yes,200903.0,Once a week
2184,2489561,qualified for wave 4,Withdrawn,No,,,,different sex couple,2011.0,May,Married,2.0,2.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,No,200904.0,No,200903.0,Once a year or less
2185,2490501,qualified for wave 4,Active,Yes,On-line,1.0,201303.0,different sex couple,2011.0,April,Married,2.0,2.0,No,No,yes,yes,Excellent,very attractive,very attractive,,,,,,,,,,,,,,,,,5.0,still together,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - self-employed,Yes,201305.0,Yes,200902.0,More than once a week
2186,2491261,qualified for wave 4,Active,Yes,On-line,0.0,201303.0,different sex couple,2011.0,April,Married,2.0,2.0,No,No,yes,yes,Excellent,moderately attractive,very attractive,,,,,,,,,,,,,,,,,5.0,still together,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,5,A one-family house detached from any other house,"$35,000 to $39,999",Married,Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,1,0,4,Not working - other,Yes,201305.0,Yes,200903.0,Once or twice a month
2187,2492401,qualified for wave 4,Active,Yes,On-line,4.0,201303.0,different sex couple,2011.0,April,Married,2.0,2.0,No,No,yes,yes,Excellent,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,5.0,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,2,0,2,Working - as a paid employee,Yes,201305.0,Yes,200902.0,Never
2188,2494291,qualified for wave 4,Withdrawn,Yes,On-line,1.0,201303.0,different sex couple,2011.0,May,Married,2.0,2.0,No,No,yes,yes,Good,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,4.0,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,1,1,0,2,Working - as a paid employee,Yes,201309.0,Yes,200903.0,Once a week
2189,2496271,qualified for wave 4,Active,No,,,,different sex couple,2011.0,April,Married,2.0,2.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201210.0,Yes,200903.0,Once a week
2190,2497286,unqualified for wave 4,,,,,,different sex couple,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2, 3, or 4",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$35,000 to $39,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,201007.0,No,200902.0,Never
2191,2499671,qualified for wave 4,Active,Yes,On-line,8.0,201303.0,different sex couple,2011.0,April,Married,2.0,2.0,No,No,yes,yes,Excellent,very attractive,very attractive,,,,,,,,,,,,,,,,,5.0,still together,"still together at w4, or some follow-up w/o break-up",Associate degree,Some college,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,201305.0,Yes,200905.0,A few times a year
2192,2500281,qualified for wave 4,Active,No,,,,different sex couple,2011.0,April,Married,2.0,2.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",12th grade NO DIPLOMA,Less than high school,"Black, Non-Hispanic",No,1,A building with 2 or more apartments,"$35,000 to $39,999",Never married,Metro,West,Mountain,Rented for cash,0,0,0,0,1,Working - as a paid employee,No,201207.0,Yes,200902.0,More than once a week
2193,2501285,qualified for wave 4,Do not call,No,,,,different sex couple,2010.0,March,Married,3.0,2.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A one-family house attached to one or more houses,"$85,000 to $99,999",Never married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,200905.0,No,200902.0,Once a week
2194,2502671,qualified for wave 4,Retired,No,,,,different sex couple,2010.0,March,Married,3.0,2.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",9th grade,Less than high school,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$30,000 to $34,999",Married,Non-Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,4,Not working - retired,Yes,200903.0,No,200902.0,Never
2195,2503411,qualified for wave 4,Withdrawn,No,,,,different sex couple,2011.0,May,Married,2.0,2.0,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,Yes,4,A building with 2 or more apartments,"$40,000 to $49,999",Married,Metro,West,Pacific,Rented for cash,0,0,0,1,3,Not working - looking for work,Yes,200904.0,No,200903.0,Once a week
2196,2504476,qualified for wave 4,Active,Yes,On-line,3.0,201303.0,same-sex couple,2011.0,April,Unmarried partners,2.0,2.0,Yes,No,,,Excellent,moderately attractive,moderately attractive,,,,,Yes,Yes,"No, did not marry [xnamep]",,,,,,,,,,5.0,still together,"still together at w4, or some follow-up w/o break-up",Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$100,000 to $124,999",Living with partner,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201307.0,Yes,200905.0,Once a week
2197,2505436,qualified for wave 4,Active,Yes,On-line,5.0,201303.0,same-sex couple,2011.0,April,Unmarried partners,2.0,2.0,No,Yes,,,Good,moderately attractive,moderately attractive,,,,,Yes,Yes,"No, did not marry [xnamep]",,,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,,4.0,still together,"still together at w4, or some follow-up w/o break-up",Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",No,2,A one-family house detached from any other house,"$85,000 to $99,999",Living with partner,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201306.0,Yes,200903.0,
