,caseid_new,w5_duration,w5_source,w5_complete,w5_status,w5x_qualified,w5x_marry,w5x_last,w5x_year,w5x_civil,w5x_month,w5x_civyear,w5x_civmonth,w5_q1,w5_q2,w5_sex_frequency,w5_p_monogamy,w5_identity,w5_outness,w5_q3,w5_q4,w5_mbtiming_month,w5_mbtiming_year,w5_q5,w5_q6,w5_q7,w5_mar_year,w5_mar_month,w5_q8,w5_civ_year,w5_civ_month,w5_q9,w5_q10,w5_nonmbtiming_year,w5_nonmbtiming_month,w5_broke_up,w5_HCMST_interview_fin_yrmo,w2345_combo_breakup,responded_to_w234or5,pp5_ppage,pp5_ppagecat,pp5_ppagect4,pp5_ppeduc,pp5_ppeducat,pp5_ppethm,pp5_ppgender,pp5_pphhhead,pp5_pphhsize,pp5_pphouse,pp5_ppincimp,pp5_ppmarit,pp5_ppcmdate_yrmo,pp5_newer,pp5_ppmsacat,pp5_ppreg4,pp5_ppreg9,pp5_pprent,pp5_ppt01,pp5_ppt25,pp5_ppt612,pp5_ppt1317,pp5_ppt18ov,pp5_ppwork,pp5_ppnet,ppmarit_2014,ppcmarit_2014_yrmo,ppmarit_2013,ppcmarit_2013_yrmo,ppmarit_2012,ppcmarit_2012_yrmo,ppmarit_2011,ppcmarit_2011_yrmo,ppmarit_2010,ppcmarit_2010_yrmo,ppmarit_2009,ppcmarit_2009_yrmo,ppmarit_2007,ppcmarit_2007_yrmo
2189,2496271,,,eligible but not completed,Withdrawn,qualified for wave 5,married,3.0,2011.0,no civil union or DP prior to wave 5,April,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,33,25-34,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$40,000 to $49,999",Married,201210.0,No,Metro,Midwest,West-North Central,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,,,,,Married,201210.0,Married,201110.0,Married,201007.0,Married,200904.0,Married,200802.0
2190,2497286,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes,33,25-34,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,1,A one-family house detached from any other house,"$35,000 to $39,999",Married,201007.0,No,Metro,South,West-South Central,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,Yes,,,,,,,,,Married,201007.0,,,Living with partner,200710.0
2191,2499671,1.0,online,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,72,65-74,60+,Associate degree,Some college,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$175,000 or more",Married,201405.0,Yes,Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - retired,Yes,Married,201405.0,Married,201305.0,Married,201209.0,Married,201107.0,Married,201007.0,Married,200904.0,Married,200710.0
2192,2500281,1.0,online,wave 5 completed,Withdrawn,qualified for wave 5,married,3.0,2011.0,no civil union or DP prior to wave 5,April,2009.0,February,yes,yes,Once or twice a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,34,25-34,30-44,12th grade NO DIPLOMA,Less than high school,"Black, Non-Hispanic",Female,0,1,A building with 2 or more apartments,"$35,000 to $39,999",Never married,201207.0,No,Metro,West,Mountain,rented for cash,0,0,0,0,1,Working - as a paid employee,No,,,,,Never married,201207.0,Never married,201107.0,Married,201007.0,Married,200906.0,Married,200804.0
2193,2501285,,,eligible but not completed,Do not call,qualified for wave 5,married,4.0,2010.0,no civil union or DP prior to wave 5,March,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,33,25-34,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,1,A one-family house attached to one or more houses,"$85,000 to $99,999",Never married,200905.0,No,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,Yes,,,,,,,,,,,Never married,200905.0,Never married,200710.0
2194,2502671,,,eligible but not completed,Retired,qualified for wave 5,married,4.0,2010.0,no civil union or DP prior to wave 5,March,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,73,65-74,60+,9th grade,Less than high school,"White, Non-Hispanic",Male,1,4,A one-family house detached from any other house,"$30,000 to $34,999",Married,200903.0,No,non-Metro,South,West-South Central,Owned or being bought by you or someone in household,0,0,0,0,4,Not working - retired,Yes,,,,,,,,,,,Married,200903.0,Married,200710.0
2195,2503411,,,eligible but not completed,Withdrawn,qualified for wave 5,married,3.0,2011.0,no civil union or DP prior to wave 5,May,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,47,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,Female,1,4,A building with 2 or more apartments,"$40,000 to $49,999",Married,200904.0,No,Metro,West,Pacific,rented for cash,0,0,0,0,4,Not working - looking for work,Yes,,,,,,,,,,,Married,200904.0,Married,200711.0
2196,2504476,7251.0,online,wave 5 completed,Active,qualified for wave 5,unmarried partners,1.0,2013.0,yes civil union or DP prior to wave 5,March,2013.0,March,,,Once or twice a week,"Yes, I expect [name] will only have sex with me",gay,Some of them,,,,,yes,yes,"yes, married [name]",2014.0,June,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,53,45-54,45-59,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,3,A one-family house detached from any other house,"$100,000 to $124,999",Living with partner,201405.0,Yes,Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,3,Working - as a paid employee,Yes,Living with partner,201405.0,Living with partner,201307.0,Living with partner,201206.0,Living with partner,201107.0,Living with partner,201007.0,Living with partner,200904.0,Living with partner,200711.0
2197,2505436,1.0,online,wave 5 completed,Active,qualified for wave 5,unmarried partners,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,,,Once a month or less,"Yes, I expect [name] will only have sex with me",lesbian,All or most of them,,,,,yes,yes,"no, did not marry [name]",,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,49,45-54,45-59,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,0,2,A one-family house detached from any other house,"$85,000 to $99,999",Living with partner,201306.0,No,Metro,Midwest,West-North Central,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,Living with partner,201411.0,Living with partner,201306.0,Living with partner,201206.0,Living with partner,201107.0,Living with partner,201007.0,Living with partner,200904.0,Living with partner,200712.0
2198,2506506,1.0,online,wave 5 completed,Active,qualified for wave 5,unmarried partners,1.0,2013.0,yes civil union or DP prior to wave 5,March,2013.0,March,,,Once a month or less,"Yes, I expect [name] will only have sex with me",gay,All or most of them,,,,,yes,yes,"yes, married [name]",2013.0,July,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,56,55-64,45-59,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$175,000 or more",Married,201404.0,Yes,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,2,Working - self-employed,Yes,Married,201404.0,Married,201307.0,Married,201206.0,Living with partner,201106.0,Living with partner,201007.0,Living with partner,200904.0,Living with partner,200710.0
2199,2507563,,,eligible but not completed,Withdrawn,qualified for wave 5,unmarried partners,5.0,2009.0,no civil union or DP prior to wave 5,February,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,,No,62,55-64,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,1,A one-family house detached from any other house,"$30,000 to $34,999",Divorced,200904.0,No,Metro,Midwest,West-North Central,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,Yes,,,,,,,,,,,Divorced,200904.0,Divorced,200711.0
2200,2508414,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes,47,45-54,45-59,Bachelors degree,Bachelor's degree or higher,Hispanic,Male,1,4,A one-family house detached from any other house,"$20,000 to $24,999",Divorced,201405.0,Yes,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in household,0,0,1,0,3,Not working - other,Yes,Divorced,201405.0,Divorced,201305.0,Divorced,201208.0,Divorced,201106.0,Divorced,201007.0,Separated,200905.0,Separated,200711.0
2201,2509465,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,1,1,A one-family house detached from any other house,"$50,000 to $59,999",Never married,201405.0,Yes,non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,Yes,Never married,201405.0,Never married,201305.0,Never married,201206.0,Never married,201107.0,Never married,201007.0,Never married,200906.0,Never married,200711.0
2202,2510361,,,eligible but not completed,Withdrawn,qualified for wave 5,married,4.0,2010.0,no civil union or DP prior to wave 5,March,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,41,35-44,30-44,"Some college, no degree",Some college,Hispanic,Male,1,3,A one-family house detached from any other house,"$50,000 to $59,999",Married,201007.0,No,Metro,South,West-South Central,Owned or being bought by you or someone in household,0,0,0,0,3,Working - as a paid employee,Yes,,,,,,,,,Married,201007.0,Married,200904.0,Married,200711.0
2203,2511465,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,45-54,45-59,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,2,A building with 2 or more apartments,"$40,000 to $49,999",Living with partner,201405.0,Yes,Metro,West,Pacific,rented for cash,0,0,0,0,2,Working - as a paid employee,Yes,Living with partner,201405.0,Never married,201306.0,Never married,201207.0,Never married,201106.0,Never married,201005.0,Never married,200903.0,Never married,200711.0
2204,2512476,,,eligible but not completed,Withdrawn,qualified for wave 5,unmarried partners,5.0,2009.0,no civil union or DP prior to wave 5,February,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,,No,53,45-54,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Male,1,3,A one-family house detached from any other house,"$40,000 to $49,999",Divorced,200904.0,No,Metro,West,Mountain,Owned or being bought by you or someone in household,0,0,0,0,3,Working - as a paid employee,Yes,,,,,,,,,,,Divorced,200904.0,Living with partner,200710.0
2205,2514683,,,eligible but not completed,Withdrawn,qualified for wave 5,unmarried partners,4.0,2010.0,no civil union or DP prior to wave 5,March,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,74,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,1,1,A one-family house detached from any other house,"$30,000 to $34,999",Divorced,200904.0,No,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in household,0,0,0,0,1,Not working - retired,No,,,,,,,,,,,Divorced,200904.0,Divorced,200710.0
2206,2515245,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes,29,25-34,18-29,12th grade NO DIPLOMA,Less than high school,"Other, Non-Hispanic",Male,1,2,A building with 2 or more apartments,"$35,000 to $39,999",Never married,201106.0,No,Metro,South,South Atlantic,rented for cash,0,0,0,0,2,Working - as a paid employee,Yes,,,,,,,Never married,201106.0,Never married,201008.0,Never married,200907.0,Never married,200710.0
2207,2516782,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,84,75+,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,1,1,A building with 2 or more apartments,"$35,000 to $39,999",Widowed,201107.0,No,Metro,South,South Atlantic,rented for cash,0,0,0,0,1,Not working - retired,No,,,,,,,Widowed,201107.0,Widowed,201007.0,Widowed,200904.0,Widowed,200711.0
2208,2517611,,,eligible but not completed,Withdrawn,qualified for wave 5,married,3.0,2011.0,no civil union or DP prior to wave 5,May,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,67,65-74,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,201007.0,No,non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,No,,,,,,,,,Married,201007.0,Married,200904.0,Married,200802.0
2209,2518321,0.0,online,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,yes,yes,3 to 6 times a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201411.0,still together at w5 or some follow-up w/o breakup,Yes,38,35-44,30-44,Bachelors degree,Bachelor's degree or higher,"Black, Non-Hispanic",Male,1,4,A one-family house detached from any other house,"$75,000 to $84,999",Married,201404.0,Yes,Metro,South,West-South Central,Owned or being bought by you or someone in household,0,1,1,0,2,Working - as a paid employee,Yes,Married,201404.0,Married,201304.0,Married,201206.0,Married,201106.0,Married,201007.0,Married,200904.0,Married,200710.0
2210,2519493,18.0,online,wave 5 completed,Active,qualified for wave 5,unmarried partners,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,,,,,Refused,,,,,,no,,,,,,,,We broke up,We both equally wanted to break up,2014.0,April,broke up,201412.0,"broke up at wave 2,3,4, or 5",Yes,55,55-64,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,1,A one-family house detached from any other house,"$50,000 to $59,999",Divorced,201404.0,Yes,non-Metro,Midwest,West-North Central,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,No,Divorced,201404.0,Divorced,201307.0,Divorced,201206.0,Divorced,201106.0,Divorced,201007.0,Divorced,200904.0,Divorced,200710.0
2211,2520291,0.0,online,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,yes,yes,3 to 6 times a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,35,35-44,30-44,"Some college, no degree",Some college,"White, Non-Hispanic",Female,1,4,A one-family house detached from any other house,"$60,000 to $74,999",Married,201405.0,Yes,non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,1,1,2,Working - as a paid employee,Yes,Married,201405.0,Married,201304.0,Married,201206.0,Married,201107.0,Married,201007.0,Married,200904.0,Married,200711.0
2212,2522543,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,55-64,60+,Associate degree,Some college,"White, Non-Hispanic",Female,1,1,A one-family house attached to one or more houses,"$60,000 to $74,999",Divorced,201405.0,Yes,Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,Yes,Divorced,201405.0,Divorced,201305.0,Divorced,201208.0,Divorced,201106.0,Divorced,201007.0,Divorced,200904.0,Divorced,200710.0
2213,2523563,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,55-64,60+,Associate degree,Some college,"White, Non-Hispanic",Female,1,1,A one-family house detached from any other house,"$30,000 to $34,999",Divorced,201108.0,No,Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,No,,,,,,,Divorced,201108.0,Divorced,201009.0,Divorced,200904.0,Divorced,200711.0
2214,2524351,2.0,online,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,41,35-44,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,4,A one-family house detached from any other house,"$75,000 to $84,999",Married,201405.0,Yes,Metro,South,West-South Central,Owned or being bought by you or someone in household,0,1,1,0,2,Working - as a paid employee,Yes,Married,201405.0,Married,201305.0,Married,201207.0,Married,201106.0,Married,201007.0,Married,200904.0,Married,200801.0
2215,2526551,,,eligible but not completed,Withdrawn,qualified for wave 5,married,4.0,2010.0,no civil union or DP prior to wave 5,March,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,61,55-64,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$75,000 to $84,999",Married,200904.0,No,Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,,,,,,,,,,,Married,200904.0,Married,200710.0
2216,2527611,1729.0,online,wave 5 completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,yes,yes,Once or twice a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,66,65-74,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$100,000 to $124,999",Married,201007.0,No,non-Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - retired,Yes,,,,,,,,,Married,201007.0,Married,200905.0,Married,200806.0
