caseid_new,caseid_wave,qualified?,survey_completed_new,followup_HCMST_yrmo,relationship_status,married_year,married_month,relationship_quality,attractive_self,attractive_partner,breakup_year_combo,breakup_month_combo,got_married?_new
3950465,3950465_4,qualified,no,,,,,,,,,,
3951285,3951285_4,disqualified,,,,,,,,,,,
3952431,3952431_4,qualified,no,,,,,,,,,,
3953206,3953206_4,qualified,no,,,,,,,,,,
3954341,3954341_4,qualified,no,,,,,,,,,,
3957226,3957226_4,disqualified,,,,,,,,,,,
3958341,3958341_4,qualified,no,,,,,,,,,,
3959235,3959235_4,disqualified,,,,,,,,,,,
3960301,3960301_4,qualified,no,,,,,,,,,,
3962581,3962581_4,qualified,no,,,,,,,,,,
3963543,3963543_4,disqualified,,,,,,,,,,,
3965421,3965421_4,qualified,no,,,,,,,,,,
3968596,3968596_4,qualified,no,,,,,,,,,,
3971256,3971256_4,qualified,no,,,,,,,,,,
3974261,3974261_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
3975505,3975505_4,disqualified,,,,,,,,,,,
3976383,3976383_4,disqualified,,,,,,,,,,,
3977691,3977691_4,qualified,no,,,,,,,,,,
3978205,3978205_4,disqualified,,,,,,,,,,,
3979235,3979235_4,disqualified,,,,,,,,,,,
3980413,3980413_4,qualified,no,,,,,,,,,,
3981321,3981321_4,qualified,yes,201303.0,still together,,,4.0,very attractive,moderately attractive,,,
3982235,3982235_4,disqualified,,,,,,,,,,,
3983555,3983555_4,disqualified,,,,,,,,,,,
3984371,3984371_4,qualified,no,,,,,,,,,,
3986455,3986455_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,no
3987371,3987371_4,qualified,yes,201311.0,still together,,,4.0,moderately attractive,moderately attractive,,,
3988723,3988723_4,disqualified,,,,,,,,,,,
3989245,3989245_4,qualified,no,,,,,,,,,,
3990426,3990426_4,disqualified,,,,,,,,,,,
3991391,3991391_4,qualified,no,,,,,,,,,,
3992623,3992623_4,disqualified,,,,,,,,,,,
3993486,3993486_4,qualified,no,,,,,,,,,,
3994301,3994301_4,qualified,yes,201304.0,still together,,,5.0,moderately attractive,very attractive,,,
3995436,3995436_4,qualified,yes,201305.0,still together,,,5.0,moderately attractive,very attractive,,,no
3996271,3996271_4,qualified,yes,201303.0,broke up,,,,moderately attractive,,2013.0,February,
3997265,3997265_4,disqualified,,,,,,,,,,,
3998541,3998541_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
3999403,3999403_4,disqualified,,,,,,,,,,,
4000465,4000465_4,qualified,no,,,,,,,,,,
4001391,4001391_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
4002515,4002515_4,disqualified,,,,,,,,,,,
4003436,4003436_4,disqualified,,,,,,,,,,,
4004435,4004435_4,disqualified,,,,,,,,,,,
4005581,4005581_4,qualified,yes,201311.0,still together,,,5.0,moderately attractive,moderately attractive,,,
4006641,4006641_4,qualified,no,,,,,,,,,,
4007271,4007271_4,qualified,no,,,,,,,,,,
4008635,4008635_4,disqualified,,,,,,,,,,,
4009326,4009326_4,qualified,yes,201303.0,still together,,,3.0,moderately attractive,moderately attractive,,,no
4010416,4010416_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,no
4011225,4011225_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
4012515,4012515_4,disqualified,,,,,,,,,,,
4013336,4013336_4,qualified,no,,,,,,,,,,
4014721,4014721_4,qualified,yes,201311.0,still together,,,4.0,slightly attractive,slightly attractive,,,
4016605,4016605_4,qualified,no,,,,,,,,,,
4018584,4018584_4,qualified,no,,,,,,,,,,
4020486,4020486_4,qualified,no,,,,,,,,,,
4021321,4021321_4,qualified,no,,,,,,,,,,
4022195,4022195_4,disqualified,,,,,,,,,,,
4023485,4023485_4,disqualified,,,,,,,,,,,
4025562,4025562_4,disqualified,,,,,,,,,,,
4027356,4027356_4,qualified,no,,,,,,,,,,
4028461,4028461_4,qualified,no,,,,,,,,,,
4029753,4029753_4,disqualified,,,,,,,,,,,
4031246,4031246_4,disqualified,,,,,,,,,,,
4032561,4032561_4,qualified,no,,,,,,,,,,
4036345,4036345_4,disqualified,,,,,,,,,,,
4037586,4037586_4,qualified,yes,201304.0,still together,,,3.0,moderately attractive,moderately attractive,,,no
4039493,4039493_4,disqualified,,,,,,,,,,,
4040561,4040561_4,qualified,yes,201304.0,still together,,,4.0,slightly attractive,moderately attractive,,,
4041271,4041271_4,qualified,no,,,,,,,,,,
4042195,4042195_4,disqualified,,,,,,,,,,,
4043671,4043671_4,disqualified,,,,,,,,,,,
4044591,4044591_4,qualified,yes,201305.0,still together,,,5.0,very attractive,very attractive,,,
4045235,4045235_4,disqualified,,,,,,,,,,,
4046215,4046215_4,disqualified,,,,,,,,,,,
4047271,4047271_4,qualified,yes,201304.0,still together,,,5.0,slightly attractive,moderately attractive,,,
4048611,4048611_4,qualified,no,,,,,,,,,,
4050291,4050291_4,qualified,yes,201303.0,still together,,,5.0,very attractive,moderately attractive,,,
4051576,4051576_4,qualified,no,,,,,,,,,,
4052346,4052346_4,disqualified,,,,,,,,,,,
4054305,4054305_4,qualified,yes,201303.0,still together,,,3.0,slightly attractive,moderately attractive,,,no
4055261,4055261_4,qualified,yes,201304.0,still together,,,5.0,very attractive,very attractive,,,
4056536,4056536_4,qualified,yes,201303.0,still together,2012.0,August,5.0,moderately attractive,moderately attractive,,,yes
4057293,4057293_4,qualified,yes,201304.0,still together,,,5.0,very attractive,very attractive,,,
4059602,4059602_4,qualified,no,,,,,,,,,,
4061201,4061201_4,qualified,yes,201304.0,still together,,,4.0,very attractive,very attractive,,,
4063215,4063215_4,disqualified,,,,,,,,,,,
4064361,4064361_4,qualified,no,,,,,,,,,,
4065491,4065491_4,qualified,no,,,,,,,,,,
4066436,4066436_4,disqualified,,,,,,,,,,,
4067321,4067321_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
4068521,4068521_4,disqualified,,,,,,,,,,,
4069331,4069331_4,qualified,yes,201303.0,still together,,,3.0,slightly attractive,moderately attractive,,,
4071353,4071353_4,disqualified,,,,,,,,,,,
4072283,4072283_4,qualified,yes,201305.0,broke up,,,,moderately attractive,,2011.0,,
4073291,4073291_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
4074333,4074333_4,qualified,no,,,,,,,,,,
4076391,4076391_4,qualified,no,,,,,,,,,,
4077433,4077433_4,disqualified,,,,,,,,,,,
4078261,4078261_4,qualified,no,,,,,,,,,,
4079695,4079695_4,disqualified,,,,,,,,,,,
4080471,4080471_4,qualified,no,,,,,,,,,,
4082563,4082563_4,qualified,no,,,,,,,,,,
4083471,4083471_4,qualified,no,,,,,,,,,,
4084391,4084391_4,qualified,no,,,,,,,,,,
4086476,4086476_4,disqualified,,,,,,,,,,,
4087611,4087611_4,qualified,no,,,,,,,,,,
4088495,4088495_4,qualified,yes,201303.0,still together,,,3.0,very attractive,very attractive,,,no
4089221,4089221_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
4090741,4090741_4,qualified,yes,201304.0,still together,,,3.0,moderately attractive,very attractive,,,
4091205,4091205_4,qualified,no,,,,,,,,,,
4092313,4092313_4,disqualified,,,,,,,,,,,
4093341,4093341_4,qualified,no,,,,,,,,,,
4094842,4094842_4,disqualified,,,,,,,,,,,
4095225,4095225_4,qualified,no,,,,,,,,,,
4096646,4096646_4,qualified,yes,201304.0,still together,,,4.0,moderately attractive,very attractive,,,
4098234,4098234_4,qualified,no,,,,,,,,,,
4099333,4099333_4,disqualified,,,,,,,,,,,
4100616,4100616_4,qualified,no,,,,,,,,,,
4101551,4101551_4,qualified,no,,,,,,,,,,
4103576,4103576_4,disqualified,,,,,,,,,,,
4104711,4104711_4,qualified,yes,201311.0,still together,,,4.0,moderately attractive,moderately attractive,,,
4105552,4105552_4,disqualified,,,,,,,,,,,
4106215,4106215_4,qualified,yes,201303.0,still together,,,5.0,very attractive,very attractive,,,
4107311,4107311_4,qualified,no,,,,,,,,,,
4108271,4108271_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
4109271,4109271_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,moderately attractive,,,
4110451,4110451_4,qualified,no,,,,,,,,,,
4111331,4111331_4,qualified,yes,201304.0,still together,,,5.0,moderately attractive,moderately attractive,,,
4112722,4112722_4,disqualified,,,,,,,,,,,
4114295,4114295_4,disqualified,,,,,,,,,,,
4115421,4115421_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
4117371,4117371_4,qualified,no,,,,,,,,,,
4118275,4118275_4,qualified,no,,,,,,,,,,
4119623,4119623_4,qualified,yes,201303.0,broke up,,,,moderately attractive,,2010.0,April,
4121245,4121245_4,disqualified,,,,,,,,,,,
4122321,4122321_4,qualified,no,,,,,,,,,,
4124276,4124276_4,qualified,yes,201303.0,still together,,,5.0,very attractive,very attractive,,,
4125205,4125205_4,disqualified,,,,,,,,,,,
4126631,4126631_4,qualified,yes,201303.0,still together,,,5.0,very attractive,moderately attractive,,,
4128391,4128391_4,qualified,yes,201303.0,still together,,,1.0,very attractive,moderately attractive,,,
4129705,4129705_4,disqualified,,,,,,,,,,,
4130581,4130581_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
4131553,4131553_4,disqualified,,,,,,,,,,,
4133451,4133451_4,qualified,yes,201305.0,still together,,,5.0,very attractive,very attractive,,,
4134391,4134391_4,qualified,no,,,,,,,,,,
4135235,4135235_4,disqualified,,,,,,,,,,,
4136311,4136311_4,qualified,no,,,,,,,,,,
4137681,4137681_4,qualified,yes,201304.0,still together,,,5.0,very attractive,moderately attractive,,,
4138321,4138321_4,qualified,no,,,,,,,,,,
4139266,4139266_4,qualified,no,,,,,,,,,,
4140291,4140291_4,qualified,no,,,,,,,,,,
4141421,4141421_4,qualified,no,,,,,,,,,,
4142622,4142622_4,qualified,no,,,,,,,,,,
4143305,4143305_4,qualified,yes,201303.0,broke up,,,,moderately attractive,,2011.0,,
4145331,4145331_4,qualified,no,,,,,,,,,,
4146493,4146493_4,disqualified,,,,,,,,,,,
4147263,4147263_4,disqualified,,,,,,,,,,,
4148521,4148521_4,qualified,no,,,,,,,,,,
4149281,4149281_4,qualified,no,,,,,,,,,,
4150351,4150351_4,qualified,yes,201304.0,still together,,,4.0,moderately attractive,moderately attractive,,,
4153545,4153545_4,disqualified,,,,,,,,,,,
4154401,4154401_4,disqualified,,,,,,,,,,,
4155575,4155575_4,disqualified,,,,,,,,,,,
4156566,4156566_4,qualified,no,,,,,,,,,,
4157545,4157545_4,disqualified,,,,,,,,,,,
4158544,4158544_4,qualified,no,,,,,,,,,,
4161446,4161446_4,qualified,yes,201303.0,still together,,,5.0,very attractive,very attractive,,,
4162836,4162836_4,qualified,no,,,,,,,,,,
4163226,4163226_4,disqualified,,,,,,,,,,,
4164546,4164546_4,qualified,no,,,,,,,,,,
4165616,4165616_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,no
4167361,4167361_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,moderately attractive,,,
4168555,4168555_4,qualified,yes,201303.0,still together,,,3.0,not at all attractive,very attractive,,,no
4169431,4169431_4,qualified,yes,201303.0,still together,,,4.0,very attractive,moderately attractive,,,
4170295,4170295_4,disqualified,,,,,,,,,,,
4171621,4171621_4,disqualified,,,,,,,,,,,
4172215,4172215_4,qualified,no,,,,,,,,,,
4173593,4173593_4,disqualified,,,,,,,,,,,
4174761,4174761_4,qualified,yes,201303.0,still together,,,5.0,very attractive,very attractive,,,
4175506,4175506_4,disqualified,,,,,,,,,,,
4176275,4176275_4,disqualified,,,,,,,,,,,
4177791,4177791_4,qualified,no,,,,,,,,,,
4178551,4178551_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,very attractive,,,
4179742,4179742_4,disqualified,,,,,,,,,,,
4180501,4180501_4,qualified,yes,201303.0,still together,,,3.0,slightly attractive,moderately attractive,,,
4181551,4181551_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,slightly attractive,,,
4182701,4182701_4,qualified,no,,,,,,,,,,
4183235,4183235_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
4184732,4184732_4,disqualified,,,,,,,,,,,
4186595,4186595_4,disqualified,,,,,,,,,,,
4187491,4187491_4,qualified,no,,,,,,,,,,
4188612,4188612_4,disqualified,,,,,,,,,,,
4190391,4190391_4,qualified,no,,,,,,,,,,
4191521,4191521_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,very attractive,,,
4192621,4192621_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,slightly attractive,,,
4193661,4193661_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
4194511,4194511_4,disqualified,,,,,,,,,,,
4195661,4195661_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
4196495,4196495_4,disqualified,,,,,,,,,,,
4197351,4197351_4,qualified,yes,201304.0,still together,,,5.0,moderately attractive,moderately attractive,,,
4198592,4198592_4,disqualified,,,,,,,,,,,
4199553,4199553_4,qualified,yes,201303.0,broke up,,,,slightly attractive,,2012.0,December,
4200365,4200365_4,disqualified,,,,,,,,,,,
4201445,4201445_4,qualified,no,,,,,,,,,,
4202381,4202381_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
4203591,4203591_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,very attractive,,,
4204465,4204465_4,disqualified,,,,,,,,,,,
4205251,4205251_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
4207235,4207235_4,disqualified,,,,,,,,,,,
4208495,4208495_4,disqualified,,,,,,,,,,,
4209485,4209485_4,disqualified,,,,,,,,,,,
4210581,4210581_4,qualified,no,,,,,,,,,,
4211672,4211672_4,disqualified,,,,,,,,,,,
4212411,4212411_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,slightly attractive,,,
4213555,4213555_4,disqualified,,,,,,,,,,,
4215471,4215471_4,qualified,no,,,,,,,,,,
4216511,4216511_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
4218401,4218401_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
4219751,4219751_4,qualified,yes,201311.0,still together,,,5.0,slightly attractive,very attractive,,,
4220781,4220781_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,very attractive,,,
4221761,4221761_4,disqualified,,,,,,,,,,,
4222515,4222515_4,disqualified,,,,,,,,,,,
4223215,4223215_4,disqualified,,,,,,,,,,,
4224431,4224431_4,qualified,no,,,,,,,,,,
4225433,4225433_4,disqualified,,,,,,,,,,,
4226275,4226275_4,qualified,yes,201304.0,still together,,,3.0,moderately attractive,very attractive,,,no
4227451,4227451_4,qualified,no,,,,,,,,,,
4228671,4228671_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,moderately attractive,,,
4229591,4229591_4,disqualified,,,,,,,,,,,
4230633,4230633_4,disqualified,,,,,,,,,,,
4231311,4231311_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
4233321,4233321_4,qualified,yes,201304.0,still together,,,4.0,moderately attractive,moderately attractive,,,
4234601,4234601_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
4235713,4235713_4,disqualified,,,,,,,,,,,
4236251,4236251_4,qualified,no,,,,,,,,,,
4237501,4237501_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
4238562,4238562_4,disqualified,,,,,,,,,,,
4239461,4239461_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,slightly attractive,,,
4240551,4240551_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,slightly attractive,,,
4241205,4241205_4,qualified,yes,201303.0,broke up,,,,moderately attractive,,2011.0,,
4242391,4242391_4,qualified,yes,201304.0,still together,,,4.0,moderately attractive,moderately attractive,,,
4244731,4244731_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
4245591,4245591_4,qualified,no,,,,,,,,,,
4246265,4246265_4,disqualified,,,,,,,,,,,
4247671,4247671_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
4248445,4248445_4,disqualified,,,,,,,,,,,
4249751,4249751_4,qualified,yes,201304.0,still together,,,4.0,slightly attractive,slightly attractive,,,
4250523,4250523_4,disqualified,,,,,,,,,,,
4251691,4251691_4,qualified,no,,,,,,,,,,
4252251,4252251_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,moderately attractive,,,
4253681,4253681_4,qualified,no,,,,,,,,,,
4254681,4254681_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,slightly attractive,,,
4255651,4255651_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
4256503,4256503_4,disqualified,,,,,,,,,,,
4257453,4257453_4,disqualified,,,,,,,,,,,
4258275,4258275_4,disqualified,,,,,,,,,,,
4259731,4259731_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
4260742,4260742_4,qualified,yes,201311.0,still together,,,4.0,moderately attractive,very attractive,,,no
4261311,4261311_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
4262255,4262255_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,no
4263381,4263381_4,qualified,yes,201303.0,broke up,,,,very attractive,,2013.0,February,
4264415,4264415_4,disqualified,,,,,,,,,,,
4265461,4265461_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
4266721,4266721_4,qualified,no,,,,,,,,,,
4267494,4267494_4,qualified,no,,,,,,,,,,
4268195,4268195_4,disqualified,,,,,,,,,,,
4269595,4269595_4,disqualified,,,,,,,,,,,
4270851,4270851_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
4271215,4271215_4,disqualified,,,,,,,,,,,
4273411,4273411_4,disqualified,,,,,,,,,,,
4274443,4274443_4,disqualified,,,,,,,,,,,
4275581,4275581_4,qualified,yes,201304.0,still together,,,3.0,very attractive,slightly attractive,,,
4276672,4276672_4,disqualified,,,,,,,,,,,
4277553,4277553_4,disqualified,,,,,,,,,,,
4278431,4278431_4,qualified,yes,201304.0,still together,,,3.0,moderately attractive,moderately attractive,,,
4279525,4279525_4,disqualified,,,,,,,,,,,
4280781,4280781_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
4281244,4281244_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,very attractive,,,
4284351,4284351_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
4285395,4285395_4,disqualified,,,,,,,,,,,
4287561,4287561_4,qualified,no,,,,,,,,,,
4288421,4288421_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,moderately attractive,,,
4289621,4289621_4,qualified,no,,,,,,,,,,
4290441,4290441_4,qualified,yes,201311.0,still together,,,4.0,moderately attractive,moderately attractive,,,
4291361,4291361_4,qualified,no,,,,,,,,,,
4292206,4292206_4,disqualified,,,,,,,,,,,
4293435,4293435_4,qualified,no,,,,,,,,,,
4294205,4294205_4,disqualified,,,,,,,,,,,
4295471,4295471_4,qualified,no,,,,,,,,,,
4296483,4296483_4,disqualified,,,,,,,,,,,
4297541,4297541_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
4298443,4298443_4,disqualified,,,,,,,,,,,
4299381,4299381_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
4300261,4300261_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,very attractive,,,
4301465,4301465_4,disqualified,,,,,,,,,,,
4302361,4302361_4,qualified,no,,,,,,,,,,
4304205,4304205_4,disqualified,,,,,,,,,,,
4305691,4305691_4,qualified,no,,,,,,,,,,
4306371,4306371_4,qualified,no,,,,,,,,,,
