,caseid_new,qflag_w1,married_w1,children_in_hh,age_difference,age_gap_bin,same_sex_couple,race_gap,religious_gap,edu_gap,edu_gap_bin,parental_approval,met_online,met_at_work,met_at_school,met_at_church,met_travel,met_social,met_party,met_f_and_f,met_as_neighbors,met_public_space,met_offline_dating,met_other,how_met_count,how_met_unique,how_long_relationship_w1,relationship_len,partner_deceased,relationship_quality_w1,qflag_w2,cflag_w2,relationship_status_w2,qflag_w3,cflag_w3,relationship_status_w3,qflag_w4,cflag_w4,relationship_status_w4,qflag_w5,cflag_w5,relationship_status_w5,qflag_w6,cflag_w6,relationship_status_w6
1700,2629351,partnered,married,1,2.0,0 to 3,different sex couple,0,1,0.0,0 to 2,approve,0,0,0,0,0,0,1,1,1,0,0,0,3,met_party,18.0,23.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
1701,2630582,partnered,not married,0,2.0,0 to 3,different sex couple,0,1,3.0,3 to 4,,0,0,0,0,0,0,0,1,0,1,0,0,2,met_f_and_f,44.0,44.0,0,good,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
1702,2631603,partnered,not married,0,10.0,6 to 10,different sex couple,0,1,1.0,0 to 2,don't approve or don't know,1,0,0,0,0,0,0,0,0,1,0,0,2,met_online,4.0,9.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
1703,2632351,partnered,married,0,4.0,4 to 5,different sex couple,0,1,0.0,0 to 2,approve,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,10.0,15.0,0,fair,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
1704,2633215,partnered,not married,1,4.0,4 to 5,different sex couple,0,1,1.0,0 to 2,approve,0,0,0,1,0,0,0,1,0,0,0,0,2,met_at_church,0.15,1.15,0,excellent,qualified,yes,still together,qualified,yes,broke up,disqualified,,,disqualified,,,,,
1705,2634401,partnered,married,2,1.0,0 to 3,different sex couple,0,0,0.0,0 to 2,approve,0,0,1,0,0,0,0,1,0,0,0,0,2,met_at_school,20.0,25.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
1706,2635305,partnered,not married,0,4.0,4 to 5,different sex couple,1,1,2.0,0 to 2,don't approve or don't know,0,0,0,0,0,0,0,1,1,0,0,0,2,met_f_and_f,0.45,5.45,0,fair,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
1707,2637661,partnered,married,0,0.0,0 to 3,different sex couple,0,0,3.0,3 to 4,,0,0,0,0,0,0,1,1,0,0,0,0,2,met_party,51.0,56.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
1708,2638581,partnered,married,0,1.0,0 to 3,different sex couple,0,1,0.0,0 to 2,,0,1,0,0,0,0,0,1,0,0,0,0,2,met_at_work,25.0,26.0,0,poor,qualified,yes,still together,qualified,yes,broke up,disqualified,,,disqualified,,,,,
1709,2640441,partnered,married,1,6.0,6 to 10,different sex couple,0,1,4.0,3 to 4,approve,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,15.0,20.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
1710,2641401,partnered,married,2,0.0,0 to 3,different sex couple,0,1,0.0,0 to 2,approve,0,0,0,0,0,0,0,0,1,0,0,0,1,met_as_neighbors,10.0,15.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
1711,2642411,partnered,married,0,1.0,0 to 3,different sex couple,0,1,3.0,3 to 4,approve,0,1,0,0,0,0,0,1,0,0,0,0,2,met_at_work,22.0,27.0,0,good,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
1712,2643741,partnered,married,0,1.0,0 to 3,different sex couple,0,0,0.0,0 to 2,,0,0,1,0,0,0,1,0,0,0,0,0,2,met_at_school,56.0,61.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
1713,2645415,partnered,not married,0,6.0,6 to 10,different sex couple,0,1,1.0,0 to 2,approve,0,0,0,0,0,0,1,1,0,0,0,0,2,met_party,1.5,1.5,0,good,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
1714,2648596,partnered,not married,0,5.0,4 to 5,same-sex couple,0,1,3.0,3 to 4,,0,0,1,0,0,1,1,0,0,0,0,0,3,met_at_school,32.0,37.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
1715,2649375,partnered,married,0,1.0,0 to 3,different sex couple,1,1,1.0,0 to 2,approve,0,0,0,0,0,0,0,1,0,0,0,0,1,met_f_and_f,18.0,23.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
1716,2650431,partnered,married,0,5.0,4 to 5,different sex couple,0,1,8.0,>6,approve,0,0,0,0,0,0,1,1,0,0,0,0,2,met_party,5.0,10.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
1717,2651661,partnered,married,0,1.0,0 to 3,different sex couple,0,0,2.0,0 to 2,,0,1,0,1,0,0,0,0,0,0,0,0,2,met_at_work,23.0,28.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,yes,still together,,,
1718,2652493,partnered,not married,0,2.0,0 to 3,different sex couple,0,1,0.0,0 to 2,approve,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,0.75,5.75,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
1719,2654745,partnered,not married,0,14.0,11 to 20,same-sex couple,1,1,6.0,5 to 6,,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,17.0,22.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
1720,2655275,partnered,not married,0,2.0,0 to 3,same-sex couple,1,1,2.0,0 to 2,don't approve or don't know,1,0,0,0,0,0,0,0,0,0,0,0,1,met_online,0.75,5.75,0,good,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
1721,2656616,partnered,not married,0,6.0,6 to 10,same-sex couple,0,1,4.0,3 to 4,,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,19.0,24.0,0,excellent,qualified,no,,qualified,yes,still together,qualified,no,,qualified,no,,,,
1722,2657451,partnered,married,0,5.0,4 to 5,different sex couple,0,1,1.0,0 to 2,,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,19.0,24.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
1723,2660401,partnered,married,0,9.0,6 to 10,different sex couple,0,0,2.0,0 to 2,approve,0,0,0,1,0,1,0,1,0,0,0,0,3,met_at_church,14.0,19.0,0,good,qualified,no,,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
1724,2662482,partnered,married,1,26.0,>=20,different sex couple,0,1,5.5,5 to 6,,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,13.0,13.0,1,excellent,qualified,yes,partner passed away,disqualified,,,disqualified,,,disqualified,,,,,
1725,2664241,partnered,married,0,0.0,0 to 3,different sex couple,0,1,3.0,3 to 4,approve,0,0,1,0,0,1,0,0,0,0,0,0,2,met_at_school,7.0,12.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
1726,2666271,partnered,not married,1,4.0,4 to 5,different sex couple,0,1,0.0,0 to 2,approve,0,0,1,0,0,1,1,0,0,0,0,0,3,met_at_school,1.5,6.5,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
1727,2667431,partnered,married,0,4.0,4 to 5,different sex couple,0,0,2.0,0 to 2,approve,0,0,1,0,0,0,0,0,1,0,0,0,2,met_at_school,23.0,28.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
1728,2668501,partnered,married,2,8.0,6 to 10,different sex couple,0,0,0.0,0 to 2,approve,0,1,0,0,0,0,1,0,0,0,0,0,2,met_at_work,15.0,20.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
1729,2670301,partnered,married,2,1.0,0 to 3,different sex couple,1,1,0.0,0 to 2,approve,0,0,1,0,0,0,0,1,0,0,0,0,2,met_at_school,9.0,14.0,0,good,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
1730,2672556,partnered,married,0,0.0,0 to 3,different sex couple,0,1,1.0,0 to 2,,0,0,0,0,0,0,1,0,1,0,0,0,2,met_party,10.0,15.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
1731,2673591,partnered,married,0,3.0,0 to 3,different sex couple,0,0,4.0,3 to 4,approve,0,1,0,0,0,0,0,1,0,0,0,0,2,met_at_work,25.0,30.0,0,good,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
1732,2677431,partnered,married,2,1.0,0 to 3,different sex couple,1,1,2.0,0 to 2,approve,0,0,0,0,0,0,0,0,0,0,0,0,0,,27.0,32.0,0,good,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
1733,2678485,partnered,not married,0,3.0,0 to 3,same-sex couple,1,0,0.0,0 to 2,don't approve or don't know,0,0,0,0,0,0,1,1,0,0,0,0,2,met_party,5.0,10.0,0,good,qualified,no,,qualified,yes,still together,qualified,no,,qualified,no,,,,
1734,2679701,partnered,married,0,7.0,6 to 10,different sex couple,0,1,5.0,5 to 6,,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,27.0,32.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
1735,2681396,partnered,not married,2,15.0,11 to 20,different sex couple,0,1,1.0,0 to 2,approve,0,1,0,0,0,0,0,0,0,1,0,0,2,met_at_work,19.0,24.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
1736,2682456,partnered,married,0,9.0,6 to 10,same-sex couple,0,1,0.0,0 to 2,approve,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,15.0,20.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
1737,2683531,partnered,married,0,11.0,11 to 20,different sex couple,0,0,2.0,0 to 2,approve,0,1,0,1,0,0,0,0,0,0,0,0,2,met_at_work,13.0,18.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
1738,2684336,partnered,not married,0,1.0,0 to 3,different sex couple,0,0,6.0,5 to 6,don't approve or don't know,0,0,0,0,0,0,1,1,0,0,0,0,2,met_party,0.15,5.15,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
1739,2686633,partnered,not married,0,13.0,11 to 20,different sex couple,1,1,13.5,>6,,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,23.0,28.0,0,good,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
1740,2687386,partnered,not married,0,5.0,4 to 5,different sex couple,0,1,1.0,0 to 2,approve,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,4.0,4.0,0,good,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
1741,2688461,partnered,married,2,0.0,0 to 3,different sex couple,0,1,0.0,0 to 2,,0,0,0,0,0,0,0,0,0,1,0,1,2,met_public_space,20.0,25.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,yes,still together,qualified,no,,,,
1742,2690361,partnered,married,0,2.0,0 to 3,different sex couple,0,1,0.0,0 to 2,approve,0,0,1,0,0,0,0,1,1,0,0,0,3,met_at_school,13.0,18.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,yes,still together,,,
1743,2692511,partnered,married,0,2.0,0 to 3,different sex couple,0,1,2.0,0 to 2,approve,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,30.0,35.0,0,excellent,qualified,no,,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
1744,2695451,partnered,married,1,2.0,0 to 3,different sex couple,1,0,0.0,0 to 2,approve,0,0,1,0,0,0,0,1,0,0,0,0,2,met_at_school,29.0,34.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
1745,2697631,partnered,married,0,16.0,11 to 20,different sex couple,0,1,0.0,0 to 2,,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,36.0,41.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
1746,2698556,partnered,not married,0,1.0,0 to 3,same-sex couple,0,1,3.0,3 to 4,,0,1,0,0,0,1,0,0,1,0,0,0,3,met_at_work,19.0,24.0,0,good,qualified,yes,still together,qualified,no,,qualified,yes,still together,qualified,yes,still together,,,
1747,2700391,partnered,married,3,2.0,0 to 3,different sex couple,1,0,0.0,0 to 2,approve,0,1,0,0,0,0,0,1,0,0,0,0,2,met_at_work,14.0,19.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
1748,2702381,partnered,married,0,2.0,0 to 3,different sex couple,0,0,2.0,0 to 2,approve,0,0,1,0,0,0,0,0,0,0,0,0,1,met_at_school,4.0,9.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
1749,2703281,partnered,married,0,1.0,0 to 3,different sex couple,0,1,4.0,3 to 4,approve,0,0,1,0,0,1,0,0,0,0,0,0,2,met_at_school,11.0,16.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,yes,still together,,,
1750,2704721,partnered,married,0,16.0,11 to 20,different sex couple,0,0,3.0,3 to 4,,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,35.0,40.0,0,poor,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
1751,2705406,partnered,not married,0,2.0,0 to 3,same-sex couple,1,1,6.0,5 to 6,don't approve or don't know,0,1,0,0,0,0,0,1,0,1,0,0,3,met_at_work,15.0,16.0,0,good,qualified,yes,still together,qualified,yes,broke up,disqualified,,,disqualified,,,,,
1752,2707494,partnered,married,0,5.0,4 to 5,same-sex couple,1,1,2.0,0 to 2,,1,0,0,0,0,0,0,0,0,0,0,0,1,met_online,4.0,9.0,0,good,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
1753,2710455,partnered,not married,0,4.0,4 to 5,different sex couple,0,1,3.0,3 to 4,approve,0,1,0,0,0,0,0,0,0,1,0,0,2,met_at_work,8.0,13.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
1754,2711361,partnered,married,0,9.0,6 to 10,different sex couple,0,0,0.0,0 to 2,approve,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,7.0,12.0,0,fair,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
1755,2712505,partnered,married,0,9.0,6 to 10,different sex couple,0,1,4.0,3 to 4,,0,0,0,1,0,0,1,0,0,0,0,0,2,met_at_church,30.0,35.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
1756,2713461,partnered,married,1,0.0,0 to 3,different sex couple,0,1,1.0,0 to 2,approve,0,0,0,0,0,0,1,0,0,0,0,0,1,met_party,20.0,25.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
1757,2714781,partnered,married,0,1.0,0 to 3,different sex couple,0,1,3.0,3 to 4,,0,1,0,0,0,0,0,0,1,1,0,0,3,met_at_work,56.0,58.0,1,excellent,qualified,yes,still together,qualified,no,,qualified,yes,partner passed away,disqualified,,,,,
1758,2716696,partnered,not married,0,14.0,11 to 20,different sex couple,0,0,4.0,3 to 4,,0,0,0,0,0,0,1,1,0,0,0,0,2,met_party,16.0,20.0,0,good,qualified,yes,still together,qualified,yes,partner deceased,disqualified,,,disqualified,,,,,
1759,2717481,partnered,married,2,7.0,6 to 10,different sex couple,0,1,2.0,0 to 2,approve,0,1,0,0,0,0,0,0,0,1,0,0,2,met_at_work,15.0,15.0,1,fair,qualified,yes,partner passed away,disqualified,,,disqualified,,,disqualified,,,,,
1760,2719291,partnered,married,0,4.0,4 to 5,different sex couple,0,1,0.0,0 to 2,approve,1,0,0,0,0,0,0,0,0,0,0,0,1,met_online,9.0,14.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
1761,2722205,partnered,not married,0,9.0,6 to 10,different sex couple,0,0,0.0,0 to 2,approve,0,0,0,0,1,0,0,1,0,0,0,0,2,met_travel,0.75,2.75,0,excellent,qualified,no,,qualified,no,,qualified,yes,broke up,disqualified,,,,,
1762,2723611,partnered,married,0,0.0,0 to 3,different sex couple,1,1,1.0,0 to 2,,0,0,1,0,0,0,1,0,0,1,0,0,3,met_at_school,41.0,46.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
1763,2724356,partnered,not married,0,1.0,0 to 3,same-sex couple,0,1,1.0,0 to 2,don't approve or don't know,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,9.0,14.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
1764,2725295,partnered,not married,0,8.0,6 to 10,different sex couple,0,1,0.0,0 to 2,approve,0,0,0,0,0,0,1,1,0,0,0,0,2,met_party,1.5,6.5,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
1765,2726401,partnered,married,1,1.0,0 to 3,different sex couple,0,0,0.0,0 to 2,approve,0,1,0,0,0,0,0,1,0,0,0,0,2,met_at_work,11.0,16.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
1766,2729365,partnered,married,0,7.0,6 to 10,same-sex couple,0,1,3.0,3 to 4,approve,1,0,0,0,0,0,0,0,0,0,0,0,1,met_online,10.0,15.0,0,good,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
1767,2730501,partnered,married,0,0.0,0 to 3,different sex couple,0,0,4.0,3 to 4,approve,0,0,0,0,0,0,1,1,0,0,0,0,2,met_party,27.0,32.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
1768,2732375,partnered,not married,1,8.0,6 to 10,different sex couple,0,1,4.5,5 to 6,approve,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,2.5,2.5,0,fair,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
1769,2733643,partnered,not married,0,16.0,11 to 20,same-sex couple,0,1,7.0,>6,approve,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,22.0,27.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
1770,2735421,partnered,married,1,2.0,0 to 3,different sex couple,0,1,1.0,0 to 2,approve,0,0,0,0,0,0,1,1,0,1,0,0,3,met_party,14.0,19.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
1771,2736284,partnered,married,0,1.0,0 to 3,different sex couple,0,1,1.0,0 to 2,don't approve or don't know,0,0,1,0,0,0,0,0,0,0,0,0,1,met_at_school,12.0,15.0,0,fair,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,broke up,,,
1772,2737331,partnered,married,0,1.0,0 to 3,different sex couple,1,1,5.0,5 to 6,approve,0,1,0,0,1,1,1,0,0,0,0,0,4,met_at_work,10.0,15.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
1773,2739513,partnered,not married,0,4.0,4 to 5,different sex couple,1,1,2.0,0 to 2,don't approve or don't know,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,5.0,5.0,0,good,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
1774,2740543,partnered,not married,1,0.0,0 to 3,different sex couple,0,1,1.0,0 to 2,,0,1,0,0,0,1,0,0,0,0,0,0,2,met_at_work,31.0,31.0,0,good,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
1775,2741471,partnered,married,0,2.0,0 to 3,different sex couple,0,1,0.0,0 to 2,,0,0,0,0,0,0,0,1,0,0,0,0,1,met_f_and_f,31.0,36.0,0,good,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
1776,2744281,partnered,married,1,1.0,0 to 3,different sex couple,1,1,0.0,0 to 2,approve,0,0,1,0,0,0,0,1,0,0,0,0,2,met_at_school,11.0,16.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
1777,2745305,partnered,not married,3,24.0,>=20,different sex couple,0,1,0.0,0 to 2,,0,0,0,0,0,0,1,1,0,1,0,0,3,met_party,4.0,9.0,0,fair,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
1778,2746506,partnered,not married,0,5.0,4 to 5,different sex couple,0,1,0.0,0 to 2,approve,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,5.0,5.0,0,good,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
1779,2747491,partnered,married,0,5.0,4 to 5,different sex couple,0,1,1.0,0 to 2,,0,0,0,0,0,0,1,1,0,0,0,0,2,met_party,33.0,38.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
1780,2749481,partnered,married,2,14.0,11 to 20,different sex couple,1,1,0.0,0 to 2,approve,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,6.0,11.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
1781,2751461,partnered,married,1,0.0,0 to 3,different sex couple,0,0,1.0,0 to 2,don't approve or don't know,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,26.0,31.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
1782,2753551,partnered,married,0,1.0,0 to 3,different sex couple,0,1,1.0,0 to 2,approve,0,1,0,0,0,0,0,0,0,1,0,0,2,met_at_work,34.0,39.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
