caseid_new,caseid_wave,qualified?,w5_complete,w5_status,w5x_qualified,w5x_marry,w5x_last,w5x_year,w5x_civil,w5x_month,w5x_civyear,w5_q1,w5_q2,w5_sex_frequency,w5_p_monogamy,w5_identity,w5_outness,w5_q3,w5_q4,w5_mbtiming_month,w5_mbtiming_year,w5_q5,w5_q6,w5_q7,w5_mar_year,w5_mar_month,w5_q8,w5_civ_year,w5_civ_month,w5_q9,w5_q10,w5_nonmbtiming_year,w5_nonmbtiming_month,w5_broke_up,w5_HCMST_interview_fin_yrmo,w2345_combo_breakup,responded_to_w234or5
2077215,2077215_5,disqualified,,,not qualified for wave 5,unmarried partners,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes
2078631,2078631_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,married,5.0,2009.0,no civil union or DP prior to wave 5,February,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,No
2079721,2079721_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,married,4.0,2010.0,no civil union or DP prior to wave 5,March,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
2080896,2080896_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,unmarried partners,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
2081362,2081362_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2083271,2083271_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,married,3.0,2011.0,no civil union or DP prior to wave 5,April,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
2084411,2084411_5,qualified,wave 5 completed,Active,qualified for wave 5,married,3.0,2011.0,no civil union or DP prior to wave 5,April,2009.0,yes,yes,3 to 6 times a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
2085245,2085245_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2086556,2086556_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,yes civil union or DP prior to wave 5,March,2013.0,yes,yes,2 to 3 times a month,"Yes, I expect [name] will only have sex with me",lesbian,All or most of them,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
2087543,2087543_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2088471,2088471_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,2 to 3 times a month,"Yes, I expect [name] will only have sex with me",bisexual,None of them,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
2089361,2089361_5,qualified,eligible but not completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,May,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
2090195,2090195_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2091581,2091581_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,April,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
2092496,2092496_5,qualified,wave 5 completed,Active,qualified for wave 5,unmarried partners,1.0,2013.0,yes civil union or DP prior to wave 5,March,2013.0,,,Once a month or less,"No, I expect [name] to have sex with other people besides me",gay,All or most of them,,,,,yes,yes,"no, did not marry [name]",,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
2093501,2093501_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,2 to 3 times a month,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
2095281,2095281_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,married,4.0,2010.0,no civil union or DP prior to wave 5,March,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
2096536,2096536_5,qualified,wave 5 completed,Active,qualified for wave 5,unmarried partners,1.0,2013.0,yes civil union or DP prior to wave 5,March,2013.0,,,Once a month or less,"Yes, I expect [name] will only have sex with me",lesbian,All or most of them,,,,,yes,yes,"no, did not marry [name]",,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
2097411,2097411_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,May,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
2098515,2098515_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes
2099831,2099831_5,qualified,eligible but not completed,Do not call,qualified for wave 5,married,5.0,2009.0,no civil union or DP prior to wave 5,February,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,No
2100743,2100743_5,qualified,wave 5 completed,Active,qualified for wave 5,unmarried partners,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,,,,,,,,,,,no,,,,,,,,"[name] passed away, is deceased",,,,partner deceased,201411.0,still together at w5 or some follow-up w/o breakup,Yes
2101416,2101416_5,qualified,wave 5 completed,Withdrawn,qualified for wave 5,unmarried partners,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,,,Once or twice a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,yes,yes,"no, did not marry [name]",,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
2102553,2102553_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2103296,2103296_5,qualified,wave 5 completed,Active,qualified for wave 5,unmarried partners,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,,,2 to 3 times a month,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,yes,no,"no, did not marry [name]",,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
2105421,2105421_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201411.0,still together at w5 or some follow-up w/o breakup,Yes
2106235,2106235_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107491,2107491_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,Once or twice a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
2108781,2108781_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201503.0,still together at w5 or some follow-up w/o breakup,Yes
2109285,2109285_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes
2110451,2110451_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201411.0,still together at w5 or some follow-up w/o breakup,Yes
2111623,2111623_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes
2112291,2112291_5,qualified,eligible but not completed,Do not call,qualified for wave 5,married,4.0,2010.0,no civil union or DP prior to wave 5,March,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
2114411,2114411_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,married,3.0,2011.0,no civil union or DP prior to wave 5,April,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
2115305,2115305_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2116555,2116555_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2117621,2117621_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,April,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
2118245,2118245_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes
2119791,2119791_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
2120526,2120526_5,qualified,wave 5 completed,Active,qualified for wave 5,unmarried partners,1.0,2013.0,yes civil union or DP prior to wave 5,March,2013.0,,,2 to 3 times a month,"Yes, I expect [name] will only have sex with me",gay,All or most of them,,,,,yes,yes,"no, did not marry [name]",,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
2121436,2121436_5,qualified,wave 5 completed,Active,qualified for wave 5,unmarried partners,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,,,Once or twice a week,"Yes, I expect [name] will only have sex with me",gay,All or most of them,,,,,yes,yes,"no, did not marry [name]",,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
2124215,2124215_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes
2125215,2125215_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes
2126533,2126533_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2127441,2127441_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
2128441,2128441_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
2129652,2129652_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130225,2130225_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,Once or twice a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
2131426,2131426_5,qualified,eligible but not completed,Do not call,qualified for wave 5,unmarried partners,4.0,2010.0,yes civil union or DP prior to wave 5,March,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
2133603,2133603_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2134466,2134466_5,qualified,eligible but not completed,Do not call,qualified for wave 5,married,1.0,2013.0,yes civil union or DP prior to wave 5,March,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
2135265,2135265_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2136353,2136353_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2137436,2137436_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes
2138753,2138753_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2140561,2140561_5,qualified,wave 5 completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
2141285,2141285_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142591,2142591_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
2143405,2143405_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,Refused,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
2144501,2144501_5,qualified,wave 5 completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201501.0,still together at w5 or some follow-up w/o breakup,Yes
2145295,2145295_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes
2146361,2146361_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
2147491,2147491_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,April,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
2148195,2148195_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2149736,2149736_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,married,4.0,2010.0,no civil union or DP prior to wave 5,March,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
2150511,2150511_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,Once or twice a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
2151631,2151631_5,qualified,eligible but not completed,Retired,qualified for wave 5,married,4.0,2010.0,no civil union or DP prior to wave 5,March,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
2152552,2152552_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2153601,2153601_5,qualified,eligible but not completed,Retired,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,November,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
2154365,2154365_5,qualified,eligible but not completed,Retired,qualified for wave 5,unmarried partners,3.0,2011.0,no civil union or DP prior to wave 5,June,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
2155561,2155561_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
2156394,2156394_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,April,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
2157375,2157375_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2159315,2159315_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes
2160635,2160635_5,qualified,wave 5 completed,Active,qualified for wave 5,unmarried partners,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,,,Once a month or less,"Yes, I expect [name] will only have sex with me",gay,Only a few of them,,,,,yes,no,"no, did not marry [name]",,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
2161732,2161732_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
2162822,2162822_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
2163291,2163291_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,Once or twice a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
2164622,2164622_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
2165591,2165591_5,qualified,wave 5 completed,Retired,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,November,2013.0,yes,yes,Once or twice a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201502.0,still together at w5 or some follow-up w/o breakup,Yes
2166616,2166616_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167261,2167261_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,married,4.0,2010.0,no civil union or DP prior to wave 5,March,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
2168301,2168301_5,qualified,wave 5 completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,Once or twice a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
2169386,2169386_5,qualified,wave 5 completed,Active,qualified for wave 5,unmarried partners,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,,,Once or twice a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,yes,yes,"no, did not marry [name]",,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,,,still together,201501.0,still together at w5 or some follow-up w/o breakup,Yes
