caseid_new,caseid_wave,qualified?,w3_broke_up,w3_xmarry,w3_xdeceased,w3_xpartnered,w3_xss,w3_xlast,w3_xyear,w3_xqualified,w3_status,w3_complete,w3_HCMST_interview_fin_yrmo,w3_days_elapsed,w3_xtype,w3_q1,w3_q2,w3_q3,w3_q4,w3_mbtiming_year,w3_mbtiming_month,w3_q5,w3_q6,w3_q7,w3_q8,w3_q9,w3_q10,w3_nonmbtiming_year,w3_nonmbtiming_month
2978391,2978391_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,no,,,,,,,,,,,,,,,,,
2979633,2979633_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
2980466,2980466_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,"subject retired from KN panel, KN decision",no,,,,,,,,,,,,,,,,,
2982581,2982581_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,773.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2983365,2983365_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
2984311,2984311_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,784.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2985453,2985453_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,no,,,,,,,,,,,,,,,,,
2986301,2986301_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
2987583,2987583_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
2988441,2988441_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,770.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2989771,2989771_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,"subject retired from KN panel, KN decision",yes,201106.0,844.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2990611,2990611_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,no,,,,,,,,,,,,,,,,,
2991315,2991315_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
2992381,2992381_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,785.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2995451,2995451_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,770.0,heterosexual couple,yes,yes,,,,,,,,,,,,
2997563,2997563_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,771.0,heterosexual couple,,,,,,,yes,no,"no, did not marry [xNameP]",,,,,
3000751,3000751_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,772.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3004285,3004285_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
3005451,3005451_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,yes,201105.0,800.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3006481,3006481_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201105.0,797.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3007443,3007443_3,qualified,broke up,Partnered,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,787.0,same sex couple,,,,,,,no,,,,We broke up,I wanted to break up more,2011.0,April
3008511,3008511_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3009346,3009346_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,773.0,same sex couple,,,,,,,yes,yes,"no, did not marry [xNameP]","No, we have not gotten a domestic partnership or civil union agreement",,,,
3010291,3010291_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3012503,3012503_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3013891,3013891_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,793.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3014445,3014445_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201105.0,801.0,same sex couple,,,,,,,yes,no,"no, did not marry [xNameP]","No, we have not gotten a domestic partnership or civil union agreement",,,,
3015621,3015621_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3016311,3016311_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,772.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3021321,3021321_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,794.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3022245,3022245_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,no,,,,,,,,,,,,,,,,,
3023281,3023281_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,793.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3024391,3024391_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3025406,3025406_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,790.0,same sex couple,,,,,,,yes,yes,"no, did not marry [xNameP]","No, we have not gotten a domestic partnership or civil union agreement",,,,
3026461,3026461_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,770.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3027506,3027506_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,770.0,heterosexual couple,,,,,,,yes,yes,"no, did not marry [xNameP]",,,,,
3028411,3028411_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,772.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3029471,3029471_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
3030281,3030281_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,793.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3031421,3031421_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201105.0,796.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3035195,3035195_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
3037375,3037375_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
3038731,3038731_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,771.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3039731,3039731_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,"subject retired from KN panel, KN decision",yes,201106.0,843.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3041271,3041271_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,794.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3042661,3042661_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,770.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3043445,3043445_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3044225,3044225_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
3046291,3046291_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
3047205,3047205_3,qualified,broke up,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,770.0,heterosexual couple,,,,,,,no,,,,We broke up,I wanted to break up more,2010.0,July
3048341,3048341_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,772.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3049611,3049611_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,"subject retired from KN panel, KN decision",yes,201106.0,844.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3050761,3050761_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,771.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3052421,3052421_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
3055331,3055331_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201103.0,757.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3056401,3056401_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
3057321,3057321_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3060291,3060291_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201105.0,798.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3062505,3062505_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
3063561,3063561_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201106.0,830.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3064321,3064321_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,788.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3066491,3066491_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201103.0,762.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3068681,3068681_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,"subject retired from KN panel, KN decision",yes,201106.0,842.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3069521,3069521_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201105.0,780.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3070361,3070361_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,771.0,same sex couple,yes,yes,,,,,,,,,,,,
3071566,3071566_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3072336,3072336_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,785.0,same sex couple,,,,,,,yes,yes,"no, did not marry [xNameP]","No, we have not gotten a domestic partnership or civil union agreement",,,,
3073301,3073301_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,no,,,,,,,,,,,,,,,,,
3076341,3076341_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
3077584,3077584_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
3078205,3078205_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3079225,3079225_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3081821,3081821_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
3083461,3083461_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
3084662,3084662_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
3085491,3085491_3,qualified,broke up,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,771.0,heterosexual couple,no,,divorce,I wanted the [divorce/separation] more.,2010.0,May,,,,,,,,
3089355,3089355_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,772.0,heterosexual couple,,,,,,,yes,yes,"no, did not marry [xNameP]",,,,,
3090271,3090271_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201107.0,858.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3091591,3091591_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
3092431,3092431_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,770.0,heterosexual couple,yes,yes,,,,,,,,,,,,
3095381,3095381_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,793.0,heterosexual couple,yes,yes,,,,,,,,,,,,
