caseid_new,pp5_ppage,pp5_ppagecat,pp5_ppagect4,pp5_ppeduc,pp5_ppeducat,pp5_ppethm,pp5_ppgender,pp5_pphhhead,pp5_pphhsize,pp5_pphouse,pp5_ppincimp,pp5_ppmarit,pp5_ppcmdate_yrmo,pp5_newer,pp5_ppmsacat,pp5_ppreg4,pp5_ppreg9,pp5_pprent,pp5_ppt01,pp5_ppt25,pp5_ppt612,pp5_ppt1317,pp5_ppt18ov,pp5_ppwork,pp5_ppnet,ppmarit_2014,ppcmarit_2014_yrmo,ppmarit_2013,ppcmarit_2013_yrmo,ppmarit_2012,ppcmarit_2012_yrmo,ppmarit_2011,ppcmarit_2011_yrmo,ppmarit_2010,ppcmarit_2010_yrmo,ppmarit_2009,ppcmarit_2009_yrmo,ppmarit_2007,ppcmarit_2007_yrmo
2423613,67,65-74,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,1,1,A one-family house detached from any other house,"$10,000 to $12,499",Divorced,201407.0,Yes,Metro,Midwest,West-North Central,Owned or being bought by you or someone in household,0,0,0,0,1,Not working - retired,Yes,Divorced,201407.0,Divorced,201305.0,Divorced,201207.0,Divorced,201107.0,Divorced,201007.0,Divorced,200904.0,Divorced,200710.0
2425596,65,65-74,60+,12th grade NO DIPLOMA,Less than high school,"White, Non-Hispanic",Female,1,3,A one-family house detached from any other house,"$75,000 to $84,999",Living with partner,200904.0,No,Metro,West,Mountain,Owned or being bought by you or someone in household,0,0,0,0,3,Working - as a paid employee,No,,,,,,,,,,,Living with partner,200904.0,Living with partner,200710.0
2427431,48,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$20,000 to $24,999",Married,201405.0,Yes,Metro,West,Mountain,rented for cash,0,0,0,0,2,Not working - disabled,Yes,Married,201405.0,Married,201305.0,Married,201206.0,Married,201107.0,Married,201007.0,Married,200905.0,Married,200710.0
2428344,40,35-44,30-44,"Some college, no degree",Some college,Hispanic,Male,0,1,A building with 2 or more apartments,"$20,000 to $24,999",Divorced,200905.0,No,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,Yes,,,,,,,,,,,Divorced,200905.0,Separated,200710.0
2429371,43,35-44,30-44,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$35,000 to $39,999",Married,201309.0,No,Metro,South,West-South Central,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - disabled,Yes,,,Married,201309.0,Married,201304.0,Married,201107.0,Married,201007.0,Married,200904.0,Married,200710.0
2430446,49,45-54,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Male,0,2,A one-family house attached to one or more houses,"$40,000 to $49,999",Living with partner,201404.0,Yes,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - disabled,Yes,Living with partner,201404.0,Living with partner,201305.0,Living with partner,201207.0,Living with partner,201108.0,Living with partner,201007.0,Living with partner,200905.0,Living with partner,200803.0
2431491,55,55-64,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",Female,0,3,A building with 2 or more apartments,"$40,000 to $49,999",Married,200710.0,No,Metro,South,East-South Central,rented for cash,0,0,0,0,3,Working - as a paid employee,Yes,,,,,,,,,,,,,Married,200710.0
2432195,25,25-34,18-29,"Some college, no degree",Some college,"White, Non-Hispanic",Female,0,6,A one-family house detached from any other house,"$75,000 to $84,999",Never married,201107.0,No,Metro,West,Mountain,rented for cash,0,0,1,0,5,Not working - other,Yes,,,,,,,Never married,201107.0,Never married,201007.0,Never married,200904.0,Never married,200711.0
2433651,71,65-74,60+,11th grade,Less than high school,"Black, Non-Hispanic",Male,1,1,A one-family house detached from any other house,"$30,000 to $34,999",Married,201107.0,No,Metro,Midwest,East-North Central,rented for cash,0,0,0,0,1,Not working - disabled,No,,,,,,,Married,201107.0,Married,201007.0,Married,200907.0,Married,200710.0
2434421,47,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$100,000 to $124,999",Married,201107.0,No,Metro,West,Pacific,Owned or being bought by you or someone in household,0,0,0,0,2,Working - self-employed,Yes,,,,,,,Married,201107.0,Married,201007.0,Married,200904.0,Married,200711.0
2435561,61,55-64,60+,Associate degree,Some college,"Other, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$85,000 to $99,999",Married,200904.0,No,Metro,West,Pacific,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - retired,Yes,,,,,,,,,,,Married,200904.0,Married,200711.0
2436532,59,55-64,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$35,000 to $39,999",Widowed,201107.0,No,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - looking for work,Yes,,,,,,,Widowed,201107.0,Widowed,201009.0,Widowed,200906.0,Widowed,200711.0
2437651,71,65-74,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$25,000 to $29,999",Married,200904.0,No,Metro,South,East-South Central,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - retired,Yes,,,,,,,,,,,Married,200904.0,Married,200711.0
2438411,47,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,1,6,A one-family house detached from any other house,"$30,000 to $34,999",Married,200712.0,No,Metro,West,Mountain,Owned or being bought by you or someone in household,0,0,2,2,2,Not working - disabled,Yes,,,,,,,,,,,,,Married,200712.0
2439205,26,25-34,18-29,12th grade NO DIPLOMA,Less than high school,"White, Non-Hispanic",Male,0,2,A one-family house detached from any other house,"$60,000 to $74,999",Never married,201305.0,No,Metro,South,South Atlantic,rented for cash,0,0,0,0,2,Not working - looking for work,No,,,Never married,201305.0,Never married,201207.0,Living with partner,201107.0,Living with partner,201007.0,Living with partner,200904.0,Never married,200711.0
2440651,71,65-74,60+,7th or 8th grade,Less than high school,"White, Non-Hispanic",Male,1,7,A one-family house detached from any other house,"$40,000 to $49,999",Married,201107.0,No,Metro,Northeast,Mid-Atlantic,Occupied without payment,0,0,0,1,6,Not working - retired,Yes,,,,,,,Married,201107.0,Married,201007.0,Married,200906.0,Married,200710.0
2441515,57,55-64,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Male,1,1,A one-family house detached from any other house,"$20,000 to $24,999",Never married,200904.0,No,Metro,Northeast,Mid-Atlantic,rented for cash,0,0,0,0,1,Working - as a paid employee,No,,,,,,,,,,,Never married,200904.0,Never married,200710.0
2442581,63,55-64,60+,Associate degree,Some college,"White, Non-Hispanic",Female,1,5,A one-family house detached from any other house,"$50,000 to $59,999",Married,200904.0,No,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,5,Working - self-employed,Yes,,,,,,,,,,,Married,200904.0,Married,200712.0
2443653,71,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",Female,1,1,A building with 2 or more apartments,"$15,000 to $19,999",Divorced,200710.0,No,Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,1,Not working - disabled,Yes,,,,,,,,,,,,,Divorced,200710.0
2445575,62,55-64,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,1,A one-family house detached from any other house,"$40,000 to $49,999",Never married,200809.0,No,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,1,Not working - on temporary layoff from a job,Yes,,,,,,,,,,,,,Never married,200809.0
2448445,49,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,1,3,A one-family house detached from any other house,"$40,000 to $49,999",Never married,201406.0,Yes,Metro,Midwest,West-North Central,Owned or being bought by you or someone in household,0,0,0,0,3,Working - as a paid employee,No,Never married,201406.0,Never married,201305.0,Never married,201207.0,Never married,201107.0,Never married,201007.0,Never married,200904.0,Never married,200710.0
2449225,25,25-34,18-29,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,5,A one-family house detached from any other house,"$50,000 to $59,999",Never married,201405.0,Yes,Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,2,3,Working - as a paid employee,Yes,Never married,201405.0,Never married,201305.0,Never married,201207.0,Never married,201106.0,Never married,201007.0,Never married,200905.0,Never married,200710.0
2451281,34,25-34,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,0,3,A one-family house detached from any other house,"$60,000 to $74,999",Married,200904.0,No,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,1,0,2,Working - as a paid employee,Yes,,,,,,,,,,,Married,200904.0,Married,200711.0
2453455,51,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,1,1,A one-family house detached from any other house,"$30,000 to $34,999",Never married,201207.0,No,Metro,South,South Atlantic,rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,,,,,Never married,201207.0,,,Never married,201008.0,Never married,200910.0,Never married,200901.0
2457561,62,55-64,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$75,000 to $84,999",Married,200904.0,No,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,,,,,,,,,,,Married,200904.0,Married,200711.0
2459583,64,55-64,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Female,1,1,A one-family house detached from any other house,"$125,000 to $149,999",Divorced,200905.0,No,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,Yes,,,,,,,,,,,Divorced,200905.0,Divorced,200711.0
2460536,59,55-64,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$150,000 to $174,999",Married,201405.0,Yes,non-Metro,Northeast,New England,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,Married,201405.0,Married,201305.0,Married,201207.0,Married,201107.0,Married,201007.0,Married,200905.0,Living with partner,200711.0
2461521,58,55-64,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$175,000 or more",Married,201107.0,No,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,,,,,,,Married,201107.0,Married,201007.0,Married,200905.0,Married,200807.0
2462533,59,55-64,45-59,12th grade NO DIPLOMA,Less than high school,"2+ Races, Non-Hispanic",Male,1,2,A building with 2 or more apartments,"$15,000 to $19,999",Living with partner,201106.0,No,non-Metro,Midwest,East-North Central,rented for cash,0,0,0,0,2,Not working - disabled,Yes,,,,,,,Living with partner,201106.0,Living with partner,201009.0,Living with partner,200904.0,Divorced,200710.0
2463495,55,55-64,45-59,"Some college, no degree",Some college,"Black, Non-Hispanic",Male,1,1,A mobile home,"$30,000 to $34,999",Never married,200904.0,No,non-Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,No,,,,,,,,,,,Never married,200904.0,Never married,200710.0
2464481,54,45-54,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$30,000 to $34,999",Married,201405.0,Yes,non-Metro,South,East-South Central,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,Married,201405.0,Married,201309.0,,,,,,,Married,200904.0,Married,200711.0
2465606,66,65-74,60+,Professional or Doctorate degree,Bachelor's degree or higher,"Black, Non-Hispanic",Female,1,1,A one-family house detached from any other house,"$60,000 to $74,999",Never married,201405.0,Yes,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,Yes,Never married,201405.0,Never married,201305.0,Never married,201206.0,Never married,201106.0,Never married,201007.0,Never married,200904.0,Living with partner,200710.0
2466445,50,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",Female,1,1,A building with 2 or more apartments,"$30,000 to $34,999",Never married,200904.0,No,Metro,Northeast,Mid-Atlantic,rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,,,,,,,,,,,Never married,200904.0,Never married,200710.0
2468481,54,45-54,45-59,"Some college, no degree",Some college,"Black, Non-Hispanic",Male,1,4,A one-family house detached from any other house,"Less than $5,000",Married,201404.0,Yes,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,4,Working - as a paid employee,Yes,Married,201404.0,Married,201305.0,Married,201207.0,Married,201107.0,Married,201007.0,Married,200904.0,Married,200710.0
2469285,34,25-34,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,0,2,A building with 2 or more apartments,"$100,000 to $124,999",Never married,201307.0,No,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,Never married,201412.0,Never married,201307.0,Never married,201207.0,Never married,201107.0,Never married,201007.0,Never married,200904.0,Never married,200710.0
2470335,39,35-44,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,201405.0,Yes,Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,Married,201405.0,Married,201305.0,Married,201207.0,Married,201107.0,Married,201007.0,Never married,200904.0,Never married,200711.0
2471586,64,55-64,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$40,000 to $49,999",Living with partner,201106.0,No,Metro,Midwest,West-North Central,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - retired,Yes,,,,,,,Living with partner,201106.0,Living with partner,201005.0,Living with partner,200905.0,Living with partner,200711.0
2472495,54,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,0,3,A building with 2 or more apartments,"$20,000 to $24,999",Never married,201405.0,Yes,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in household,0,0,0,0,3,Working - as a paid employee,No,Never married,201405.0,Never married,201305.0,Never married,201206.0,Never married,201106.0,Never married,201007.0,Never married,200905.0,Never married,200710.0
2473591,65,65-74,60+,Associate degree,Some college,"Black, Non-Hispanic",Female,1,2,A one-family house attached to one or more houses,"$40,000 to $49,999",Married,201107.0,No,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,No,,,,,,,Married,201107.0,Married,201007.0,Married,200904.0,Married,200711.0
