caseid_new,weight1,weight2,ppage,ppagecat,ppagect4,ppeduc,ppeducat,ppethm,ppgender,pphhhead,pphouseholdsize,pphouse,ppincimp,hhinc,ppmarit,ppmsacat,ppreg4,ppreg9,pprent,ppt01,ppt1317,ppt18ov,ppt25,ppt612,children_in_hh,ppwork,ppnet,ppq14arace,pphispan,pprace_white,pprace_black,pprace_nativeamerican,pprace_asianindian,pprace_chinese,pprace_filipino,pprace_japanese,pprace_korean,pprace_vietnamese,pprace_otherasian,pprace_hawaiian,pprace_guamanian,pprace_samoan,pprace_otherpacificislander,pprace_someotherrace,papglb_friend,pppartyid3,papevangelical,papreligion,ppppcmdate_yrmo,pppadate_yrmo
2480586,1695,1695.0,58,55-64,45-59,associate degree,some college,"white, non-hispanic",female,yes,2,a one-family house detached from any other house,"$175,000 or more",200000.0,living with partner,metro,midwest,west-north central,owned or being bought by you or someone in your household,0,0,2,0,0,0,not working - retired,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",democrat,yes,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200806.0,200807.0
2482586,5378,5378.0,58,55-64,45-59,masters degree,bachelor's degree or higher,"white, non-hispanic",female,yes,2,a one-family house detached from any other house,"$85,000 to $99,999",92250.0,living with partner,metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,2,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,no,catholic,200711.0,200711.0
2483563,1970,1970.0,56,55-64,45-59,bachelors degree,bachelor's degree or higher,"white, non-hispanic",female,yes,4,a one-family house detached from any other house,"$60,000 to $74,999",67250.0,divorced,metro,west,pacific,owned or being bought by you or someone in your household,0,0,4,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",democrat,,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200604.0,200603.0
2484525,129444,,52,45-54,45-59,masters degree,bachelor's degree or higher,"white, non-hispanic",female,yes,1,a building with 2 or more apartments,"$100,000 to $124,999",112250.0,never married,metro,south,south atlantic,owned or being bought by you or someone in your household,0,0,1,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",democrat,no,none,200710.0,200711.0
2485465,40524,40524.0,46,45-54,45-59,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",male,no,2,a one-family house detached from any other house,"$40,000 to $49,999",45000.0,never married,metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,3,0,0,0,not working - looking for work,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,no,none,200710.0,200709.0
2486245,54876,54876.0,24,18-24,18-29,"some college, no degree",some college,"white, non-hispanic",female,no,4,a one-family house detached from any other house,"$60,000 to $74,999",67250.0,never married,metro,northeast,mid-atlantic,owned or being bought by you or someone in your household,0,0,4,0,0,0,not working - looking for work,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",republican,no,catholic,200710.0,200709.0
2487583,76967,76967.0,58,55-64,45-59,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",female,yes,1,a one-family house detached from any other house,"$175,000 or more",200000.0,divorced,metro,northeast,new england,owned or being bought by you or someone in your household,0,0,2,0,0,0,working - as a paid employee,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",democrat,no,catholic,200710.0,200709.0
2488453,26299,26299.0,45,45-54,45-59,"some college, no degree",some college,"2+ races, non-hispanic",female,yes,2,a one-family house detached from any other house,"less than $5,000",2500.0,divorced,non-metro,south,south atlantic,owned or being bought by you or someone in your household,0,0,2,0,0,0,working - as a paid employee,no,white,"no, i am not",yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",other,yes,baptist-any denomination,200710.0,200709.0
2489561,232201,232201.0,56,55-64,45-59,"some college, no degree",some college,"white, non-hispanic",male,yes,2,a one-family house detached from any other house,"$85,000 to $99,999",92250.0,married,metro,south,east-south central,owned or being bought by you or someone in your household,0,0,2,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, relatives",republican,yes,baptist-any denomination,200712.0,200712.0
2490501,42278,42278.0,50,45-54,45-59,high school graduate - high school diploma or the equivalent (ged),high school,"black, non-hispanic",male,yes,2,a one-family house detached from any other house,"$35,000 to $39,999",37250.0,married,metro,south,south atlantic,owned or being bought by you or someone in your household,0,0,2,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,yes,baptist-any denomination,200710.0,200711.0
2491261,99766,99766.0,26,25-34,18-29,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",female,yes,4,a one-family house detached from any other house,"$35,000 to $39,999",37250.0,married,metro,south,east-south central,owned or being bought by you or someone in your household,0,0,4,0,1,1,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,yes,baptist-any denomination,200710.0,200710.0
2492401,40982,40982.0,40,35-44,30-44,bachelors degree,bachelor's degree or higher,"white, non-hispanic",female,yes,4,a one-family house detached from any other house,"$100,000 to $124,999",112250.0,married,metro,northeast,new england,owned or being bought by you or someone in your household,0,0,2,2,0,2,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",democrat,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200804.0,200804.0
2494291,60171,60171.0,29,25-34,18-29,bachelors degree,bachelor's degree or higher,"white, non-hispanic",male,yes,4,a one-family house detached from any other house,"$85,000 to $99,999",92250.0,married,metro,west,mountain,owned or being bought by you or someone in your household,0,0,2,2,0,2,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,no,mormon,200710.0,200709.0
2496271,58799,58799.0,27,25-34,18-29,bachelors degree,bachelor's degree or higher,"white, non-hispanic",male,yes,5,a one-family house detached from any other house,"$35,000 to $39,999",37250.0,married,metro,midwest,west-north central,owned or being bought by you or someone in your household,0,0,2,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,i would prefer to not answer this question,republican,yes,other christian,200802.0,200804.0
2497286,64696,64696.0,28,25-34,18-29,bachelors degree,bachelor's degree or higher,"white, non-hispanic",female,yes,2,a building with 2 or more apartments,"$50,000 to $59,999",55000.0,living with partner,metro,south,west-south central,rented for cash,0,0,2,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",democrat,yes,baptist-any denomination,200710.0,200709.0
2499671,58476,58476.0,67,65-74,60+,associate degree,some college,"white, non-hispanic",female,yes,2,a one-family house detached from any other house,"$175,000 or more",200000.0,married,metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,2,0,0,0,not working - retired,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200710.0,200711.0
2500281,175170,175170.0,28,25-34,18-29,bachelors degree,bachelor's degree or higher,"black, non-hispanic",female,yes,2,a building with 2 or more apartments,"$40,000 to $49,999",45000.0,married,metro,west,mountain,rented for cash,0,0,3,0,0,0,working - as a paid employee,no,not asked,"no, i am not",no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,yes,pentecostal,200804.0,200710.0
2501285,59029,59029.0,28,25-34,18-29,bachelors degree,bachelor's degree or higher,"white, non-hispanic",female,yes,1,a one-family house attached to one or more houses,"$60,000 to $74,999",67250.0,never married,metro,south,south atlantic,owned or being bought by you or someone in your household,0,0,2,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",republican,no,catholic,200710.0,200709.0
2502671,264379,264379.0,67,65-74,60+,9th grade,less than high school,"white, non-hispanic",male,yes,4,a one-family house detached from any other house,"$85,000 to $99,999",92250.0,married,non-metro,south,west-south central,owned or being bought by you or someone in your household,0,0,4,0,1,1,not working - retired,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,no,baptist-any denomination,200710.0,200712.0
2503411,92045,92045.0,41,35-44,30-44,high school graduate - high school diploma or the equivalent (ged),high school,hispanic,female,yes,4,a building with 2 or more apartments,"$40,000 to $49,999",45000.0,married,metro,west,pacific,rented for cash,0,1,2,0,0,1,not working - other,yes,not asked,"yes, other spanish/hispanic/latino",no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,republican,yes,other christian,200711.0,200711.0
2504476,2292,2292.0,47,45-54,45-59,professional or doctorate degree,bachelor's degree or higher,"white, non-hispanic",male,yes,3,a one-family house detached from any other house,"$85,000 to $99,999",92250.0,living with partner,metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,2,0,1,1,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",democrat,no,catholic,200711.0,200709.0
2505436,3414,3414.0,43,35-44,30-44,masters degree,bachelor's degree or higher,"white, non-hispanic",female,no,2,a one-family house detached from any other house,"$60,000 to $74,999",67250.0,living with partner,metro,midwest,west-north central,owned or being bought by you or someone in your household,0,0,2,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",democrat,no,none,200712.0,200709.0
2506506,29174,29174.0,50,45-54,45-59,professional or doctorate degree,bachelor's degree or higher,"white, non-hispanic",male,yes,2,a one-family house detached from any other house,"$150,000 to $174,999",162250.0,living with partner,metro,south,south atlantic,owned or being bought by you or someone in your household,0,0,2,0,0,0,working - self-employed,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",republican,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200710.0,200709.0
2507563,1881,1881.0,56,55-64,45-59,masters degree,bachelor's degree or higher,"white, non-hispanic",female,yes,1,a one-family house detached from any other house,"$35,000 to $39,999",37250.0,divorced,metro,midwest,west-north central,owned or being bought by you or someone in your household,0,0,1,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",democrat,no,"other non-christian, please specify:",200711.0,200802.0
2508414,26880,26880.0,41,35-44,30-44,bachelors degree,bachelor's degree or higher,hispanic,male,yes,4,a one-family house detached from any other house,"$60,000 to $74,999",67250.0,separated,metro,northeast,mid-atlantic,owned or being bought by you or someone in your household,0,2,2,0,1,3,working - as a paid employee,no,not asked,"yes, puerto rican",no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,democrat,no,catholic,200711.0,200709.0
2509465,80598,,46,45-54,45-59,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",male,yes,1,a one-family house detached from any other house,"$40,000 to $49,999",45000.0,never married,metro,midwest,east-north central,rented for cash,0,0,1,0,0,0,working - self-employed,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,no,other christian,200711.0,200709.0
2510361,66964,66964.0,36,35-44,30-44,high school graduate - high school diploma or the equivalent (ged),high school,hispanic,male,yes,3,a one-family house detached from any other house,"$50,000 to $59,999",55000.0,married,metro,south,west-south central,owned or being bought by you or someone in your household,0,1,2,0,0,1,working - as a paid employee,yes,not asked,"yes, mexican, mexican-american, chicano",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,no,none,200711.0,200711.0
2511465,5549,,46,45-54,45-59,masters degree,bachelor's degree or higher,"white, non-hispanic",female,yes,1,a one-family house detached from any other house,"$50,000 to $59,999",55000.0,never married,metro,south,west-south central,owned or being bought by you or someone in your household,0,0,1,0,0,0,working - as a paid employee,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",other,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200711.0,200802.0
2512476,76243,76243.0,47,45-54,45-59,"some college, no degree",some college,"white, non-hispanic",male,yes,3,a one-family house detached from any other house,"$40,000 to $49,999",45000.0,living with partner,metro,west,mountain,owned or being bought by you or someone in your household,0,0,2,0,0,0,working - as a paid employee,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, relatives",republican,yes,other christian,200710.0,200709.0
2514683,65819,65819.0,68,65-74,60+,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",male,yes,1,a one-family house detached from any other house,"$40,000 to $49,999",45000.0,divorced,metro,northeast,mid-atlantic,owned or being bought by you or someone in your household,0,0,1,0,0,0,working - as a paid employee,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200710.0,200709.0
2515245,155155,155155.0,24,18-24,18-29,11th grade,less than high school,"other, non-hispanic",male,yes,10,a building with 2 or more apartments,"$25,000 to $29,999",27250.0,never married,metro,south,south atlantic,rented for cash,0,0,1,0,0,0,working - as a paid employee,no,not asked,"no, i am not",no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,"yes, both",other,no,"other non-christian, please specify:",200710.0,200710.0
