caseid_new,xw6_marry,pp6_ppage,pp6_ppagecat,pp6_ppagect4,pp6_ppeduc,pp6_ppeducat,pp6_ppethm,pp6_ppgender,pp6_pphhhead,pp6_pphhsize,pp6_pphouse,pp6_ppincimp,pp6_ppmarit,pp6_ppmsacat,pp6_PPREG4,pp6_ppreg9,pp6_pprent,pp6_PPT01,pp6_PPT25,pp6_PPT612,pp6_PPT1317,pp6_PPT18OV,pp6_ppwork,w6_relate_status
2595533,married,61,55-64,60+,Associate degree,Some college,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
2596391,married,47,45-54,45-59,Masters degree,Bachelor's degree or higher,Hispanic,Female,Yes,2,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
2597631,married,71,65-74,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
2609225,married,31,25-34,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,4,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,West,Pacific,Rented for cash,1,1,0,0,2,Working - as a paid employee,"was married, remained married"
2611571,married,65,65-74,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,1,A one-family house detached from any other house,"$15,000 to $19,999",Married,Non-Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,"was married, remained married"
2616381,married,46,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,3,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,1,0,0,2,Working - as a paid employee,"was married, remained married"
2618441,married,52,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Non-Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
2619511,married,60,55-64,60+,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
2625586,unmarried partners,68,65-74,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$75,000 to $84,999",Living with partner,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - self-employed,unmarried still together
2631603,unmarried partners,68,65-74,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$75,000 to $84,999",Widowed,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,unmarried still together
2637661,married,75,75+,60+,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
2643741,married,83,75+,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
2648596,unmarried partners,67,65-74,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$20,000 to $24,999",Living with partner,Non-Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,unmarried still together
2672556,married,63,55-64,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$7,500 to $9,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
2679701,married,78,75+,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
2682456,married,53,45-54,45-59,Associate degree,Some college,"White, Non-Hispanic",Male,Yes,4,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,2,0,2,Not working - retired,"was married, remained married"
2683531,married,61,55-64,60+,11th grade,Less than high school,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
2684336,married,42,35-44,30-44,Associate degree,Some college,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$100,000 to $124,999",Married,Non-Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - self-employed,"was married, remained married"
2692511,married,59,55-64,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,No,4,A one-family house detached from any other house,"$50,000 to $59,999",Married,Non-Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,4,Not working - looking for work,"was married, remained married"
2697631,married,71,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,No,2,A one-family house detached from any other house,"$30,000 to $34,999",Married,Non-Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
2711361,married,45,45-54,45-59,Associate degree,Some college,"White, Non-Hispanic",Male,Yes,5,A one-family house detached from any other house,"$12,500 to $14,999",Married,Non-Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,1,2,0,2,Working - as a paid employee,"was married, remained married"
2719291,married,37,35-44,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,4,A building with 2 or more apartments,"$75,000 to $84,999",Married,Metro,Northeast,New England,Rented for cash,0,2,0,0,2,Not working - other,"was married, remained married"
2725295,married,38,35-44,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A building with 2 or more apartments,"$75,000 to $84,999",Married,Metro,West,Pacific,Rented for cash,0,0,0,0,2,Not working - looking for work,"was married, remained married"
2753551,married,63,55-64,60+,"Some college, no degree",Some college,Hispanic,Male,No,2,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,West,Pacific,Rented for cash,0,0,0,0,2,Working - self-employed,"was married, remained married"
2763486,unmarried partners,57,55-64,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$40,000 to $49,999",Married,Non-Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,was unmarried but got married
2769621,married,70,65-74,60+,5th or 6th grade,Less than high school,"Other, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
2777215,married,29,25-34,18-29,Bachelors degree,Bachelor's degree or higher,"2+ Races, Non-Hispanic",Male,No,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,South,South Atlantic,Rented for cash,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
2778431,married,52,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,4,A one-family house detached from any other house,"$100,000 to $124,999",Married,Non-Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,1,1,2,Working - as a paid employee,"was married, remained married"
2780461,married,54,45-54,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Female,Yes,2,A one-family house attached to one or more houses,"$60,000 to $74,999",Married,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,0,2,Working - self-employed,"was married, remained married"
2783571,married,65,65-74,60+,Masters degree,Bachelor's degree or higher,Hispanic,Male,Yes,2,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
2793416,married,49,45-54,45-59,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$35,000 to $39,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - on temporary layoff from a job,"was married, remained married"
2809516,unmarried partners,60,55-64,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,1,A one-family house attached to one or more houses,"$60,000 to $74,999",Separated,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,"was unmarried, broke up"
2814495,unmarried partners,58,55-64,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,No,3,A one-family house detached from any other house,"$75,000 to $84,999",Never married,Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,0,0,3,Not working - looking for work,unmarried still together
2820571,married,66,65-74,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,5,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,2,3,Not working - retired,"was married, remained married"
2843431,married,52,45-54,45-59,Masters degree,Bachelor's degree or higher,"Other, Non-Hispanic",Male,Yes,3,A one-family house detached from any other house,"$175,000 to $199,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,3,Not working - looking for work,"was married, remained married"
2845381,married,46,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",Female,No,9,A one-family house detached from any other house,"$35,000 to $39,999",Married,Metro,Northeast,New England,Occupied without payment of cash rent,0,0,0,1,8,Working - as a paid employee,"was married, remained married"
2880391,married,47,45-54,45-59,Professional or Doctorate degree,Bachelor's degree or higher,"Other, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
