caseid_new,pp4_ppeduc,pp4_ppeducat,pp4_ppethm,pp4_pphhhead,pp4_pphhsize,pp4_pphouse,pp4_ppincimp,pp4_ppmarit,pp4_ppmsacat,pp4_ppreg4,pp4_ppreg9,pp4_pprent,pp4_ppt01,pp4_ppt25,pp4_ppt612,pp4_ppt1317,pp4_ppt18ov,pp4_ppwork,pp4_ppnet,pp4_ppcmdate_yrmo,pp4_newer,ppa2009_services_yrmo,ppa2009_how_often_services
2683531,10th grade,Less than high school,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,201305.0,Yes,200902.0,Once a week
2684336,Associate degree,Some college,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$100,000 to $124,999",Married,Non-Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201305.0,Yes,200903.0,Never
2686633,"1st, 2nd, 3rd, or 4th grade",Less than high school,"Other, Non-Hispanic",No,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,201007.0,No,200903.0,A few times a year
2687386,Associate degree,Some college,"Black, Non-Hispanic",Yes,3,A building with 2 or more apartments,"$15,000 to $19,999",Never married,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,0,3,Not working - disabled,Yes,201007.0,No,200902.0,Once or twice a month
2688461,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,6,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro,Northeast,,Owned or being bought by you or someone in your household,1,0,1,1,3,Working - as a paid employee,Yes,201106.0,No,200903.0,Never
2689465,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A one-family house attached to one or more houses,"$50,000 to $59,999",Never married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,201305.0,Yes,200903.0,A few times a year
2690361,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$175,000 or more",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,1,0,2,Working - as a paid employee,Yes,200904.0,No,200903.0,Once a week
2691566,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,1,A one-family house attached to one or more houses,"$60,000 to $74,999",Divorced,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,201305.0,Yes,200903.0,Once a year or less
2692511,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$20,000 to $24,999",Married,Non-Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,Yes,201309.0,Yes,200906.0,A few times a year
2694255,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A building with 2 or more apartments,"$35,000 to $39,999",Living with partner,Metro,West,Pacific,Rented for cash,0,0,0,0,2,Not working - looking for work,Yes,201111.0,Yes,200903.0,Once a year or less
2695451,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,Yes,4,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,1,0,0,0,3,Working - as a paid employee,Yes,201305.0,Yes,200904.0,A few times a year
2697631,12th grade NO DIPLOMA,Less than high school,"White, Non-Hispanic",No,2,A one-family house detached from any other house,"$20,000 to $24,999",Married,Non-Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,201305.0,Yes,200904.0,Once a week
2698556,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house attached to one or more houses,"$60,000 to $74,999",Living with partner,Metro,West,Pacific,Rented for cash,0,0,0,0,2,Working - as a paid employee,Yes,200904.0,No,200903.0,Once a week
2699215,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",No,4,A one-family house detached from any other house,"$125,000 to $149,999",Never married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,4,Working - as a paid employee,Yes,201305.0,Yes,200902.0,A few times a year
2700391,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,7,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,2,5,Not working - looking for work,Yes,201106.0,No,200903.0,Once a week
2702381,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,1,1,0,0,2,Working - as a paid employee,Yes,201208.0,Yes,200903.0,Once a week
2703281,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$175,000 or more",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,200904.0,No,200902.0,A few times a year
2704721,10th grade,Less than high school,"Black, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$25,000 to $29,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,200904.0,No,200902.0,A few times a year
2705406,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,4,A one-family house attached to one or more houses,"$100,000 to $124,999",Never married,Metro,West,Pacific,Rented for cash,0,0,0,0,4,Working - self-employed,Yes,201206.0,Yes,200902.0,A few times a year
2706493,Bachelors degree,Bachelor's degree or higher,"Black, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$50,000 to $59,999",Divorced,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,No,201306.0,Yes,200902.0,
2707494,"Some college, no degree",Some college,Hispanic,Yes,3,A building with 2 or more apartments,"$30,000 to $34,999",Separated,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,0,3,Not working - disabled,Yes,200603.0,No,,
2708543,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$50,000 to $59,999",Divorced,Non-Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,200904.0,No,200902.0,More than once a week
2709552,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,2,A mobile home,"$25,000 to $29,999",Widowed,Non-Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,No,200904.0,No,200902.0,Never
2710455,"Some college, no degree",Some college,"White, Non-Hispanic",No,2,A one-family house detached from any other house,"$40,000 to $49,999",Never married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,200711.0,No,,
2711361,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,5,A one-family house detached from any other house,"$20,000 to $24,999",Married,Non-Metro,South,East-South Central,Owned or being bought by you or someone in your household,1,2,0,0,2,Working - as a paid employee,Yes,201305.0,Yes,200902.0,Once a year or less
2712505,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$30,000 to $34,999",Never married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,Yes,200602.0,No,,
2713461,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$30,000 to $34,999",Married,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,1,2,Not working - on temporary layoff from a job,Yes,201305.0,Yes,200904.0,Once a year or less
2714781,Associate degree,Some college,"Other, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$100,000 to $124,999",Widowed,Non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,3,Not working - disabled,No,200904.0,No,200902.0,Once or twice a month
2715515,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$50,000 to $59,999",Never married,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,0,1,Not working - other,Yes,200904.0,No,200905.0,Once a year or less
2716696,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Living with partner,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,200905.0,No,200904.0,Once a year or less
2717481,11th grade,Less than high school,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$50,000 to $59,999",Married,Non-Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,4,Working - as a paid employee,Yes,200904.0,No,200902.0,
2719291,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,Northeast,New England,Owned or being bought by you or someone in your household,1,0,0,0,2,Not working - other,Yes,201305.0,Yes,200902.0,A few times a year
2722205,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",No,3,A one-family house detached from any other house,"$35,000 to $39,999",Never married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - self-employed,Yes,200905.0,No,200902.0,Never
2723611,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$175,000 or more",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,200907.0,No,200903.0,Once a year or less
2724356,Bachelors degree,Bachelor's degree or higher,"2+ Races, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$125,000 to $149,999",Living with partner,Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201109.0,No,200902.0,Once a year or less
2725295,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",No,2,A one-family house detached from any other house,"$60,000 to $74,999",Living with partner,Metro,West,Pacific,Rented for cash,0,0,0,0,2,Working - as a paid employee,Yes,201310.0,Yes,200903.0,A few times a year
2726401,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,1,0,3,Working - as a paid employee,Yes,201107.0,No,200905.0,
2727255,"Some college, no degree",Some college,"Black, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$85,000 to $99,999",Never married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,200710.0,No,200902.0,
2729365,"Some college, no degree",Some college,"White, Non-Hispanic",No,2,A one-family house detached from any other house,"$30,000 to $34,999",Never married,Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,200608.0,No,,
2730501,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,3,A one-family house attached to one or more houses,"$60,000 to $74,999",Married,Metro,West,Mountain,Rented for cash,0,0,0,0,3,Working - as a paid employee,Yes,200612.0,No,,
2731205,Bachelors degree,Bachelor's degree or higher,"Other, Non-Hispanic",No,2,A one-family house detached from any other house,"$40,000 to $49,999",Never married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,1,1,Working - as a paid employee,Yes,201305.0,Yes,200902.0,More than once a week
2732375,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",Yes,2,A one-family house attached to one or more houses,"$25,000 to $29,999",Never married,Metro,South,South Atlantic,Rented for cash,0,0,0,0,2,Working - as a paid employee,Yes,201305.0,Yes,200902.0,Once a year or less
2733643,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$175,000 or more",Divorced,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,200502.0,No,,
2734782,10th grade,Less than high school,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"Less than $5,000",Widowed,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,200904.0,No,200902.0,Once a year or less
2735421,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,1,0,2,Working - as a paid employee,Yes,200904.0,No,200903.0,A few times a year
2736284,"Some college, no degree",Some college,"Black, Non-Hispanic",No,1,A one-family house detached from any other house,"Less than $5,000",Separated,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,0,1,Not working - looking for work,Yes,201305.0,Yes,200903.0,Never
